站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20240705144700,16.7,1023.0,27,231,13.9,0.2,10426.2
58102,20240705144700,17.4,1020.7,34,62,11.0,0.4,10116.9
58118,20240705144700,31.8,1021.1,43,296,13.8,0.3,10199.0
58122,20240705144700,31.5,1009.3,30,281,4.5,0.2,10187.1
58203,20240705144700,4.8,1015.1,46,46,12.8,0.2,10449.6
58215,20240705144700,11.7,1023.2,78,94,8.9,0.7,10273.3
58221,20240705144700,10.1,1001.3,37,251,3.7,1.4,10257.5
58225,20240705144700,2.5,1026.1,66,130,7.0,0.5,10306.4
58236,20240705144700,31.7,1009.5,27,356,6.4,0.3,10495.1
58311,20240705144700,9.2,1006.7,97,212,2.9,0.4,10222.9
58314,20240705144700,11.8,1012.0,71,211,3.9,0.7,10184.5
58319,20240705144700,2.6,1015.0,49,273,3.8,1.0,10086.0
58321,20240705144700,6.0,1026.2,10,118,1.7,0.7,10453.1
58326,20240705144700,13.1,1000.3,23,116,12.0,0.3,10010.3
58336,20240705144700,15.1,1011.3,97,319,12.8,0.0,10300.2
58338,20240705144700,6.9,1014.7,30,317,11.2,0.3,10236.7
58414,20240705144700,15.3,1006.2,19,333,10.9,1.5,10497.0
58419,20240705144700,27.9,1018.7,35,192,13.1,0.9,10483.8
58424,20240705144700,10.3,1022.6,64,85,12.1,0.6,10417.0
58429,20240705144700,20.0,1016.8,21,71,1.0,0.8,10032.7
58436,20240705144700,2.5,1005.6,11,190,5.0,0.5,10201.7
58437,20240705144700,26.0,1000.2,39,331,2.5,0.4,10007.9
58520,20240705144700,25.8,1017.5,79,173,0.6,1.2,10459.6
58531,20240705144700,12.8,1000.2,6,100,6.2,0.6,10250.9
54406,20240705144700,27.4,1022.0,11,179,9.3,0.4,10245.8
54416,20240705144700,34.3,1016.8,23,175,12.7,0.4,10103.4
54511,20240705144700,5.4,1017.2,50,52,4.4,0.6,10357.2
58725,20240705144700,5.3,1019.3,53,223,11.7,1.1,10244.7
58730,20240705144700,12.9,1025.6,31,56,8.3,0.7,10061.4
58731,20240705144700,7.8,1002.3,51,162,6.8,1.0,10498.8
58734,20240705144700,9.5,1025.5,89,10,2.4,0.2,10217.2
58737,20240705144700,1.9,1020.1,37,142,14.6,1.3,10362.0
58744,20240705144700,26.4,1008.6,47,135,0.0,0.6,10155.0
58754,20240705144700,23.5,1011.0,8,274,3.0,0.0,10065.9
