站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20240705145700,9.3,1021.5,49,260,11.6,0.7,10435.1
58102,20240705145700,26.7,1009.7,17,244,10.2,0.6,10441.0
58118,20240705145700,21.1,1000.0,6,300,11.4,0.8,10167.8
58122,20240705145700,21.3,1012.4,33,291,6.6,1.3,10423.6
58203,20240705145700,21.2,1002.6,34,155,11.3,0.4,10486.2
58215,20240705145700,7.9,1000.4,35,186,8.3,1.4,10074.0
58221,20240705145700,28.7,1009.6,34,328,10.6,1.4,10066.5
58225,20240705145700,22.3,1020.5,24,88,3.0,0.0,10012.5
58236,20240705145700,4.8,1009.0,73,290,12.3,1.2,10324.5
58311,20240705145700,8.7,1004.6,30,286,14.7,0.1,10175.5
58314,20240705145700,3.1,1009.5,65,168,3.6,0.9,10060.3
58319,20240705145700,34.3,1015.9,99,78,11.6,0.7,10004.0
58321,20240705145700,9.8,1024.9,91,347,0.6,1.1,10004.4
58326,20240705145700,33.0,1019.5,92,127,7.1,0.1,10421.8
58336,20240705145700,26.8,1023.1,64,201,11.1,1.4,10199.1
58338,20240705145700,19.9,1018.6,98,34,5.7,0.8,10204.4
58414,20240705145700,27.4,1002.6,44,154,11.0,0.1,10261.0
58419,20240705145700,11.9,1017.0,25,291,4.5,1.4,10123.1
58424,20240705145700,16.8,1015.5,30,117,11.1,1.4,10096.1
58429,20240705145700,22.4,1014.4,97,45,13.5,1.1,10198.5
58436,20240705145700,29.5,1011.8,84,201,1.1,1.5,10415.0
58437,20240705145700,22.4,1014.6,61,13,7.1,1.2,10322.3
58520,20240705145700,16.9,1024.2,15,307,0.2,0.9,10167.0
58531,20240705145700,11.5,1007.1,78,11,14.5,0.7,10439.2
54406,20240705145700,3.3,1009.7,78,98,6.7,0.1,10368.4
54416,20240705145700,32.8,1000.7,77,12,10.0,0.7,10095.6
54511,20240705145700,27.3,1004.6,34,152,8.4,1.1,10124.0
58725,20240705145700,33.8,1015.9,6,86,1.0,1.1,10016.3
58730,20240705145700,10.8,1007.7,100,31,9.6,1.1,10172.6
58731,20240705145700,1.3,1023.4,69,263,0.8,1.0,10296.8
58734,20240705145700,15.8,1006.0,45,151,1.1,1.5,10490.0
58737,20240705145700,4.5,1011.6,53,196,2.7,0.0,10170.4
58744,20240705145700,34.0,1022.2,71,28,4.9,0.6,10117.3
58754,20240705145700,34.7,1020.3,36,322,14.4,0.0,10029.1
58818,20240705145700,0.2,1004.8,36,132,9.8,1.1,10050.9
58820,20240705145700,1.0,1007.5,98,317,13.8,0.8,10485.7
58834,20240705145700,1.6,1016.7,6,16,13.4,1.5,10115.2
58837,20240705145700,28.5,1015.0,83,192,10.0,0.3,10353.2
58843,20240705145700,29.5,1021.7,37,209,10.5,0.9,10281.1
58846,20240705145700,25.6,1017.8,22,156,14.8,0.6,10194.0
58847,20240705145700,13.9,1022.8,24,175,10.0,0.6,10008.7
58911,20240705145700,13.7,1023.1,71,214,11.8,0.2,10193.5
58918,20240705145700,31.9,1010.4,6,246,7.8,0.5,10326.0
58921,20240705145700,33.5,1024.0,5,311,7.3,1.5,10297.8
58926,20240705145700,17.4,1003.7,39,13,12.7,0.0,10104.1
58927,20240705145700,28.0,1012.6,89,117,8.8,0.6,10134.9
58931,20240705145700,20.6,1008.9,23,87,0.3,1.2,10129.0
58933,20240705145700,28.3,1018.0,29,338,8.2,1.0,10214.2
58936,20240705145700,5.8,1009.0,39,294,4.7,0.2,10394.6
58944,20240705145700,7.7,1007.1,74,357,1.3,1.0,10203.8
59113,20240705145700,0.3,1021.8,3,179,8.2,0.0,10263.4
59126,20240705145700,23.7,1002.0,68,322,9.7,0.5,10144.1
59133,20240705145700,13.2,1005.9,25,42,6.4,0.4,10468.9
59134,20240705145700,16.3,1014.2,29,60,14.1,1.0,10394.6
59321,20240705145700,30.6,1006.8,11,239,10.8,0.1,10011.9
