站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20240705145000,3.3,1000.9,1,14,3.5,1.0,10023.8
58102,20240705145000,18.3,1023.5,28,206,6.8,1.3,10338.8
58118,20240705145000,30.2,1023.4,91,282,13.6,0.8,10139.3
58122,20240705145000,29.1,1016.8,91,145,12.9,1.1,10112.6
58203,20240705145000,33.7,1016.1,50,162,10.6,0.1,10342.7
58215,20240705145000,9.3,1018.5,81,196,9.8,0.6,10273.7
58221,20240705145000,6.8,1019.5,75,181,11.4,0.3,10453.1
58225,20240705145000,15.3,1025.1,2,224,9.6,0.8,10461.9
58236,20240705145000,7.5,1014.8,86,33,9.6,0.0,10064.3
58311,20240705145000,20.2,1023.3,2,35,14.5,0.2,10105.1
58314,20240705145000,34.3,1006.4,2,34,9.4,1.0,10151.4
58319,20240705145000,16.1,1026.2,80,174,1.0,0.1,10294.3
58321,20240705145000,10.6,1025.0,42,122,3.0,1.4,10074.1
58326,20240705145000,12.7,1026.4,72,171,12.7,1.1,10071.2
58336,20240705145000,12.4,1006.7,57,110,14.1,0.0,10322.8
58338,20240705145000,18.8,1001.2,49,39,10.4,0.5,10379.0
58414,20240705145000,11.5,1013.3,0,273,10.6,0.4,10263.0
58419,20240705145000,3.8,1000.5,1,307,10.1,1.3,10394.8
58424,20240705145000,7.8,1003.2,12,65,12.1,0.4,10325.9
58429,20240705145000,11.2,1009.2,0,212,12.6,0.6,10098.3
58436,20240705145000,13.0,1022.2,14,337,6.7,0.4,10061.5
58437,20240705145000,17.5,1014.6,95,166,3.6,0.5,10291.0
58520,20240705145000,8.8,1005.4,19,358,10.6,1.4,10400.2
58531,20240705145000,7.9,1015.5,100,233,8.2,0.5,10061.7
54406,20240705145000,0.8,1014.2,11,160,7.6,1.0,10234.7
54416,20240705145000,19.6,1016.5,5,113,9.6,0.3,10168.9
54511,20240705145000,33.2,1016.6,89,292,10.0,0.1,10217.9
58725,20240705145000,25.8,1021.9,98,147,8.9,0.9,10154.5
58730,20240705145000,27.1,1004.8,29,11,11.8,1.2,10186.9
58731,20240705145000,9.4,1022.7,48,232,10.4,0.2,10009.7
