站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20240705144200,29.4,1021.7,69,111,5.7,0.4,10052.1
58102,20240705144200,15.7,1007.6,58,349,13.3,1.1,10228.5
58118,20240705144200,28.8,1015.5,67,130,12.7,0.9,10190.7
58122,20240705144200,7.6,1017.7,47,228,14.7,1.0,10275.1
58203,20240705144200,22.1,1004.9,3,215,1.8,1.4,10404.1
58215,20240705144200,32.6,1004.6,2,355,7.7,1.5,10038.4
58221,20240705144200,11.2,1007.7,95,160,9.2,0.4,10237.9
58225,20240705144200,31.9,1006.0,38,338,5.9,0.5,10357.2
58236,20240705144200,5.7,1009.8,64,320,2.3,1.0,10287.7
58311,20240705144200,14.3,1000.8,72,319,11.4,1.2,10054.0
58314,20240705144200,24.3,1002.9,69,325,4.1,1.4,10246.3
58319,20240705144200,33.5,1011.1,89,276,4.3,1.1,10191.9
58321,20240705144200,10.2,1016.7,76,211,11.6,0.5,10014.2
58326,20240705144200,4.1,1011.2,96,44,5.0,1.0,10263.9
58336,20240705144200,11.7,1011.1,19,220,7.7,0.1,10140.8
58338,20240705144200,1.8,1006.0,30,115,4.1,0.7,10408.8
58414,20240705144200,8.4,1015.0,75,66,7.4,1.1,10373.5
58419,20240705144200,29.0,1015.9,59,163,3.1,1.4,10475.4
58424,20240705144200,3.1,1020.5,46,268,9.9,1.0,10118.3
58429,20240705144200,12.6,1008.7,90,47,11.2,0.2,10241.0
58436,20240705144200,30.5,1008.9,3,131,3.1,0.1,10081.0
58437,20240705144200,20.6,1016.8,58,288,8.7,1.4,10238.7
58520,20240705144200,22.0,1004.6,32,72,5.8,0.0,10358.1
58531,20240705144200,10.7,1015.5,61,356,8.0,0.8,10163.1
54406,20240705144200,4.4,1018.7,99,60,3.6,0.8,10119.0
54416,20240705144200,22.0,1020.7,21,46,4.7,0.1,10226.9
54511,20240705144200,3.7,1004.0,1,297,8.1,0.6,10486.3
58725,20240705144200,19.0,1002.7,9,259,1.5,1.1,10409.0
58730,20240705144200,24.7,1007.3,30,31,13.7,0.8,10083.6
58731,20240705144200,22.3,1013.9,63,323,2.1,0.8,10150.7
58734,20240705144200,6.8,1016.7,76,217,3.7,1.0,10480.2
58737,20240705144200,2.1,1023.9,14,341,11.1,1.0,10114.4
58744,20240705144200,7.8,1020.7,22,295,0.2,0.2,10414.9
58754,20240705144200,33.9,1011.3,0,244,6.2,0.5,10058.7
58818,20240705144200,28.5,1008.8,17,106,12.2,0.1,10405.8
58820,20240705144200,16.1,1005.1,82,262,5.5,0.3,10425.8
58834,20240705144200,31.8,1025.1,59,277,2.3,0.4,10020.3
