站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20240705144800,24.3,1023.5,26,11,4.1,0.0,10019.0
58102,20240705144800,34.2,1022.9,48,6,2.8,0.7,10040.5
58118,20240705144800,8.2,1024.9,55,201,0.5,1.5,10077.2
58122,20240705144800,15.6,1018.4,76,75,7.7,0.3,10459.9
58203,20240705144800,6.3,1013.4,77,78,3.7,0.7,10342.5
58215,20240705144800,8.0,1024.2,75,83,12.8,1.4,10293.4
58221,20240705144800,5.7,1012.8,75,211,1.8,1.3,10067.7
58225,20240705144800,22.5,1009.3,17,334,10.3,1.4,10074.3
58236,20240705144800,13.2,1003.8,45,226,1.7,1.3,10448.9
58311,20240705144800,0.4,1013.4,66,297,5.1,0.3,10002.9
58314,20240705144800,28.1,1023.4,66,230,6.4,0.6,10310.8
58319,20240705144800,18.4,1004.9,99,240,10.8,0.4,10079.4
58321,20240705144800,11.3,1012.4,47,195,14.7,0.7,10498.7
58326,20240705144800,16.5,1006.8,55,31,8.7,0.0,10465.7
58336,20240705144800,14.0,1001.7,67,2,13.8,0.2,10014.5
58338,20240705144800,30.2,1010.8,20,29,14.7,0.8,10137.7
58414,20240705144800,20.7,1012.9,41,180,1.9,1.0,10309.1
58419,20240705144800,6.6,1004.6,29,323,6.2,0.3,10011.3
58424,20240705144800,0.1,1023.5,78,302,3.2,0.8,10298.4
58429,20240705144800,7.0,1003.2,13,125,12.0,1.0,10011.6
58436,20240705144800,31.9,1019.7,61,297,3.7,0.2,10487.8
58437,20240705144800,20.8,1020.7,56,56,5.6,1.1,10163.8
58520,20240705144800,21.8,1018.1,53,139,11.2,1.0,10185.7
58531,20240705144800,24.4,1021.9,37,67,13.8,0.2,10196.9
54406,20240705144800,6.0,1007.6,33,60,1.9,0.1,10013.0
54416,20240705144800,10.8,1002.3,91,268,2.5,0.0,10086.1
54511,20240705144800,28.1,1016.1,11,161,8.7,0.7,10414.2
58725,20240705144800,4.9,1003.4,0,276,14.0,0.8,10115.1
58730,20240705144800,23.1,1008.1,79,311,1.2,0.9,10427.2
58731,20240705144800,23.3,1016.5,53,123,4.5,0.3,10183.4
58734,20240705144800,7.2,1008.7,8,346,11.8,1.2,10063.9
58737,20240705144800,5.7,1021.4,95,59,1.0,1.5,10467.1
58744,20240705144800,20.0,1018.8,44,331,10.9,1.3,10074.8
58754,20240705144800,32.3,1002.9,20,309,0.6,0.7,10460.5
58818,20240705144800,5.1,1001.2,40,113,9.1,1.2,10372.0
58820,20240705144800,1.1,1000.8,3,338,3.2,1.5,10089.6
58834,20240705144800,9.2,1001.3,64,125,7.3,1.0,10239.7
58837,20240705144800,8.4,1023.8,38,190,4.9,1.0,10117.7
58843,20240705144800,10.5,1026.3,10,98,0.7,1.1,10415.1
58846,20240705144800,14.8,1009.4,5,59,14.8,0.6,10029.0
58847,20240705144800,8.2,1016.9,100,87,1.4,0.7,10253.1
58911,20240705144800,8.8,1019.8,64,344,5.3,0.8,10339.3
58918,20240705144800,10.3,1006.8,65,300,14.1,0.5,10372.1
58921,20240705144800,9.8,1026.4,49,118,2.4,1.0,10270.4
58926,20240705144800,12.4,1004.3,1,268,14.9,0.9,10412.3
58927,20240705144800,1.3,1012.2,37,213,5.7,0.4,10282.0
58931,20240705144800,16.0,1003.8,21,355,7.6,1.4,10362.1
58933,20240705144800,26.9,1002.2,87,199,6.1,1.0,10232.1
58936,20240705144800,3.5,1018.9,90,211,14.7,1.2,10410.4
58944,20240705144800,14.6,1007.1,56,32,1.5,1.1,10225.8
59113,20240705144800,32.2,1018.1,89,294,10.1,0.8,10227.0
59126,20240705144800,22.7,1009.0,9,266,7.7,0.9,10295.0
59133,20240705144800,18.8,1016.0,14,216,5.9,1.2,10381.4
59134,20240705144800,25.9,1025.3,96,217,14.6,1.5,10267.0
59321,20240705144800,21.3,1025.6,36,247,11.7,0.2,10340.1
52323,20240705144800,21.8,1016.5,70,357,7.2,0.2,10046.2
52418,20240705144800,14.9,1017.0,62,310,2.0,1.4,10192.2
52424,20240705144800,27.9,1002.5,13,330,9.0,1.3,10014.6
52436,20240705144800,8.9,1005.4,37,142,7.0,1.2,10161.8
52446,20240705144800,3.9,1005.2,76,179,2.9,1.2,10453.8
52447,20240705144800,15.2,1002.1,94,243,3.1,0.7,10247.0
52533,20240705144800,20.1,1025.3,41,92,2.5,0.1,10189.0
52546,20240705144800,6.7,1010.8,37,306,7.4,0.8,10192.0
52652,20240705144800,9.6,1015.2,25,15,8.4,1.1,10095.0
52661,20240705144800,1.3,1006.6,74,207,10.9,0.9,10155.5
52674,20240705144800,4.2,1015.5,4,93,8.5,1.2,10356.4
52679,20240705144800,26.0,1020.6,2,277,9.1,1.1,10088.8
52681,20240705144800,6.7,1025.1,77,293,11.3,0.0,10324.3
52787,20240705144800,24.9,1015.5,61,114,8.8,0.8,10419.2
52797,20240705144800,29.7,1001.8,68,149,12.5,0.1,10093.6
52884,20240705144800,26.0,1024.3,62,282,10.4,1.2,10489.2
52895,20240705144800,4.7,1018.9,80,314,5.5,0.8,10397.7
52983,20240705144800,32.0,1000.7,29,49,6.7,0.9,10010.1
52984,20240705144800,25.5,1008.3,37,292,7.8,1.1,10174.7
52986,20240705144800,0.3,1001.9,40,233,9.8,0.7,10095.1
52996,20240705144800,0.4,1002.7,18,322,14.8,1.0,10246.7
53821,20240705144800,20.4,1021.4,34,266,6.1,0.7,10451.0
53915,20240705144800,7.9,1019.5,97,44,3.0,0.6,10195.5
53923,20240705144800,15.9,1021.1,27,64,1.5,1.4,10463.6
