站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20240705143900,10.8,1014.1,9,9,6.1,0.7,10420.0
58102,20240705143900,31.0,1001.5,13,0,10.1,1.2,10488.1
58118,20240705143900,23.8,1013.5,19,290,12.5,0.2,10039.5
58122,20240705143900,10.9,1010.9,6,92,4.8,0.5,10089.9
58203,20240705143900,8.0,1016.7,94,121,6.0,0.1,10230.5
58215,20240705143900,32.3,1008.0,17,204,7.7,1.2,10180.3
58221,20240705143900,12.8,1019.4,22,186,2.9,0.8,10428.7
58225,20240705143900,0.6,1020.4,43,76,9.6,1.2,10018.1
58236,20240705143900,9.4,1007.4,31,47,1.6,0.2,10248.7
58311,20240705143900,2.6,1005.3,67,242,9.4,1.0,10022.7
58314,20240705143900,2.1,1007.4,17,252,5.0,1.1,10475.3
58319,20240705143900,22.9,1024.1,76,316,7.6,1.4,10378.9
58321,20240705143900,32.2,1015.9,95,68,8.3,1.5,10029.2
58326,20240705143900,4.9,1004.4,44,347,12.3,0.6,10138.4
58336,20240705143900,6.9,1019.1,23,282,8.1,1.3,10465.9
58338,20240705143900,3.1,1002.9,77,293,4.0,0.8,10349.6
58414,20240705143900,26.8,1023.8,68,122,0.9,0.9,10291.5
58419,20240705143900,9.2,1012.4,65,183,1.8,1.4,10324.4
58424,20240705143900,34.3,1004.2,88,192,7.8,1.2,10489.4
58429,20240705143900,1.1,1010.1,92,305,8.2,1.4,10164.6
58436,20240705143900,12.5,1001.7,35,193,12.1,0.8,10406.0
58437,20240705143900,13.0,1001.3,25,125,13.4,1.3,10178.7
58520,20240705143900,0.5,1007.8,52,188,3.5,0.8,10264.3
58531,20240705143900,6.4,1018.0,90,287,14.3,0.9,10110.8
54406,20240705143900,27.6,1014.9,30,71,8.6,0.5,10375.7
54416,20240705143900,5.9,1001.0,17,322,3.1,1.5,10443.5
54511,20240705143900,6.5,1026.3,47,190,12.6,1.1,10242.9
58725,20240705143900,26.2,1020.4,33,268,14.9,0.8,10052.8
58730,20240705143900,19.2,1004.4,67,60,0.5,1.0,10174.8
58731,20240705143900,9.4,1013.0,44,35,7.7,0.8,10092.5
58734,20240705143900,20.8,1024.5,16,214,13.3,0.8,10019.2
58737,20240705143900,25.9,1002.1,95,61,2.0,1.5,10063.3
58744,20240705143900,27.1,1010.5,50,33,2.7,0.9,10407.3
58754,20240705143900,23.4,1024.8,27,10,11.5,0.5,10381.2
58818,20240705143900,19.3,1023.6,71,181,7.6,0.0,10232.2
58820,20240705143900,1.1,1002.8,58,40,1.1,1.5,10268.3
58834,20240705143900,28.3,1001.6,63,334,5.8,1.2,10194.0
58837,20240705143900,23.7,1003.5,99,162,4.9,1.5,10109.1
58843,20240705143900,16.4,1024.9,52,109,3.2,0.6,10199.8
58846,20240705143900,15.8,1010.7,56,219,11.0,0.6,10400.5
58847,20240705143900,12.1,1011.4,33,106,11.7,0.9,10069.2
58911,20240705143900,27.5,1000.5,13,155,3.5,1.3,10210.8
