站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20240705144900,28.6,1008.1,58,61,0.9,0.8,10146.3
58102,20240705144900,9.3,1001.9,34,70,6.6,1.4,10298.3
58118,20240705144900,7.4,1026.1,66,224,8.7,0.2,10007.2
58122,20240705144900,22.8,1005.6,80,218,10.3,0.0,10177.6
58203,20240705144900,29.3,1007.1,31,239,2.5,0.5,10450.9
58215,20240705144900,33.4,1010.8,93,37,7.4,0.6,10177.3
58221,20240705144900,14.2,1001.3,7,179,1.4,0.4,10314.9
58225,20240705144900,5.4,1007.2,93,72,9.8,0.9,10001.2
58236,20240705144900,5.4,1004.3,0,17,5.6,1.2,10035.3
58311,20240705144900,3.1,1003.9,22,265,14.9,0.2,10447.9
58314,20240705144900,32.5,1009.9,59,160,6.2,1.0,10449.4
58319,20240705144900,32.8,1021.0,100,222,5.5,0.0,10247.9
58321,20240705144900,5.5,1021.7,96,159,11.2,0.9,10018.0
58326,20240705144900,1.9,1003.1,64,272,13.3,0.7,10194.5
58336,20240705144900,13.2,1005.1,86,130,8.7,0.2,10226.1
58338,20240705144900,34.9,1005.6,33,187,4.3,1.1,10077.1
58414,20240705144900,14.8,1011.9,26,146,14.3,0.9,10432.5
58419,20240705144900,10.8,1015.5,64,139,2.8,0.4,10278.1
58424,20240705144900,21.1,1010.3,82,286,14.6,0.6,10250.7
58429,20240705144900,28.3,1011.1,32,322,9.9,0.7,10202.5
58436,20240705144900,9.5,1020.1,78,105,3.0,0.8,10037.4
58437,20240705144900,17.6,1013.9,18,324,0.6,0.7,10442.1
58520,20240705144900,13.5,1012.6,70,308,0.4,0.0,10201.6
58531,20240705144900,10.0,1010.6,78,255,5.4,1.2,10372.4
54406,20240705144900,20.6,1016.4,50,221,1.6,0.6,10176.6
54416,20240705144900,14.6,1019.9,9,24,0.5,1.5,10058.9
54511,20240705144900,1.2,1004.2,36,249,12.0,1.4,10106.7
58725,20240705144900,12.6,1006.9,34,168,14.2,1.0,10190.2
