站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20240705145100,18.7,1013.0,56,316,5.0,0.0,10188.4
58102,20240705145100,27.3,1007.0,70,305,5.5,1.4,10417.5
58118,20240705145100,9.7,1011.8,18,3,2.3,1.3,10479.7
58122,20240705145100,26.8,1025.5,82,128,10.7,0.9,10274.8
58203,20240705145100,27.6,1021.3,78,64,13.0,0.9,10358.1
58215,20240705145100,3.3,1003.4,6,308,7.6,0.4,10070.1
58221,20240705145100,18.3,1004.4,30,240,4.7,0.5,10296.5
58225,20240705145100,12.2,1009.2,28,11,1.4,0.1,10151.1
58236,20240705145100,12.4,1022.4,88,50,12.9,0.6,10156.4
58311,20240705145100,16.0,1000.2,58,343,3.6,0.3,10428.8
58314,20240705145100,16.4,1003.3,59,107,5.7,0.7,10105.9
58319,20240705145100,10.6,1009.5,96,248,3.4,0.0,10391.6
58321,20240705145100,5.1,1015.3,49,125,4.2,1.1,10167.9
58326,20240705145100,17.2,1005.1,15,94,7.9,0.8,10094.2
58336,20240705145100,6.7,1005.5,54,332,6.0,0.8,10233.0
58338,20240705145100,31.7,1022.9,54,333,6.1,1.0,10335.4
58414,20240705145100,14.8,1003.7,10,219,8.5,0.0,10116.0
58419,20240705145100,17.8,1015.8,12,262,10.4,0.1,10394.8
58424,20240705145100,8.5,1005.0,6,223,1.7,0.1,10084.7
58429,20240705145100,12.8,1003.1,3,195,9.3,1.3,10156.5
58436,20240705145100,15.4,1011.5,39,62,2.7,0.8,10120.5
58437,20240705145100,31.5,1023.1,27,45,5.1,0.1,10227.9
58520,20240705145100,15.6,1019.5,82,301,12.0,0.0,10253.5
58531,20240705145100,18.8,1018.5,29,58,10.6,1.0,10334.0
54406,20240705145100,0.1,1026.1,32,16,2.7,1.3,10170.2
54416,20240705145100,5.6,1014.0,100,293,1.8,0.9,10376.1
54511,20240705145100,7.0,1023.1,91,98,5.7,0.4,10450.1
58725,20240705145100,17.7,1012.5,72,67,11.5,1.1,10288.5
58730,20240705145100,7.4,1001.4,33,315,0.1,0.1,10185.0
58731,20240705145100,13.0,1011.2,32,28,0.9,1.0,10048.1
58734,20240705145100,32.7,1023.8,59,37,3.0,1.0,10387.0
58737,20240705145100,8.7,1012.4,1,84,11.5,1.1,10358.1
58744,20240705145100,3.2,1023.7,85,16,8.2,0.8,10090.5
58754,20240705145100,13.5,1021.8,62,237,10.5,0.9,10057.1
58818,20240705145100,21.6,1017.6,58,185,12.5,0.8,10380.9
58820,20240705145100,15.5,1015.5,72,272,0.4,0.5,10167.1
58834,20240705145100,7.1,1005.3,44,124,6.1,1.0,10308.7
58837,20240705145100,24.5,1013.7,40,52,9.0,0.8,10190.6
58843,20240705145100,24.7,1009.0,12,83,9.9,1.4,10018.9
58846,20240705145100,27.4,1004.4,60,161,12.6,1.0,10492.1
58847,20240705145100,28.0,1024.5,87,84,3.8,1.0,10098.5
58911,20240705145100,25.1,1010.3,9,346,12.2,1.3,10222.9
58918,20240705145100,1.5,1019.3,21,32,10.8,1.0,10102.9
58921,20240705145100,10.7,1012.7,84,303,3.8,1.3,10061.7
58926,20240705145100,11.4,1002.8,16,46,7.3,1.5,10414.7
58927,20240705145100,11.4,1019.6,5,135,14.1,1.5,10068.4
58931,20240705145100,1.3,1025.9,80,318,3.7,0.8,10080.2
58933,20240705145100,14.5,1001.4,56,75,2.8,1.2,10492.7
58936,20240705145100,6.8,1022.2,86,342,13.2,1.2,10209.9
58944,20240705145100,20.8,1016.4,1,32,12.0,0.9,10237.0
59113,20240705145100,1.3,1017.0,96,157,13.4,1.0,10063.5
59126,20240705145100,22.1,1022.5,91,69,9.4,0.5,10036.3
59133,20240705145100,17.4,1005.5,39,142,14.4,1.3,10132.2
59134,20240705145100,32.9,1019.8,92,107,3.9,0.7,10052.1
59321,20240705145100,21.0,1003.7,24,315,11.7,1.2,10096.4
52323,20240705145100,30.2,1006.0,44,3,9.0,0.6,10452.4
52418,20240705145100,8.6,1012.8,79,162,12.5,1.1,10260.9
52424,20240705145100,32.2,1003.1,74,291,12.6,0.4,10389.7
52436,20240705145100,11.6,1001.4,37,138,12.3,1.1,10153.3
52446,20240705145100,19.0,1005.3,12,244,12.5,1.0,10492.0
52447,20240705145100,6.5,1013.9,75,353,2.4,0.9,10411.2
52533,20240705145100,5.0,1003.0,46,314,2.8,1.5,10028.5
52546,20240705145100,15.5,1008.3,0,103,3.2,0.4,10142.6
52652,20240705145100,25.7,1010.0,57,139,9.1,0.4,10100.2
52661,20240705145100,1.6,1005.2,62,162,1.9,0.8,10374.1
52674,20240705145100,34.3,1025.2,3,245,8.7,0.2,10292.9
52679,20240705145100,16.8,1010.0,9,345,2.8,0.7,10303.7
52681,20240705145100,1.2,1008.5,89,259,1.3,0.7,10248.9
52787,20240705145100,20.6,1012.3,5,102,5.2,1.4,10090.7
52797,20240705145100,22.1,1000.0,26,325,8.2,0.3,10272.8
52884,20240705145100,17.2,1025.8,17,0,0.3,1.4,10484.5
52895,20240705145100,8.3,1000.1,92,187,8.3,1.0,10399.3
52983,20240705145100,4.8,1000.4,100,334,13.7,1.1,10060.8
52984,20240705145100,34.0,1017.3,21,313,5.3,0.1,10115.5
52986,20240705145100,33.7,1002.8,2,319,0.2,0.3,10314.0
52996,20240705145100,15.7,1016.7,5,103,10.3,0.1,10325.4
53821,20240705145100,18.7,1003.5,91,245,6.5,0.6,10369.2
53915,20240705145100,5.4,1005.5,43,114,9.3,1.4,10420.3
53923,20240705145100,34.8,1004.9,92,86,1.2,1.1,10292.2
56074,20240705145100,1.6,1002.7,84,64,12.0,1.3,10432.5
56080,20240705145100,12.5,1011.7,10,184,4.4,1.0,10117.5
56093,20240705145100,30.9,1022.3,70,34,7.6,0.3,10137.0
56096,20240705145100,31.9,1002.9,71,98,10.5,0.3,10439.9
57014,20240705145100,31.8,1014.0,62,356,11.5,0.2,10279.9
57996,20240705145100,13.7,1020.1,4,292,11.5,0.5,10232.9
59072,20240705145100,0.9,1023.7,29,321,12.8,0.5,10375.5
59082,20240705145100,10.4,1019.5,97,335,0.9,0.0,10004.3
59087,20240705145100,6.5,1015.7,58,105,8.9,0.7,10350.9
59088,20240705145100,10.6,1024.3,90,243,11.9,1.3,10075.6
59096,20240705145100,33.4,1024.0,83,26,1.0,0.0,10275.9
59097,20240705145100,14.0,1009.0,52,124,8.5,1.3,10437.5
59107,20240705145100,29.6,1002.2,82,81,1.6,0.6,10172.0
59116,20240705145100,10.6,1023.6,25,264,12.5,0.2,10340.6
59117,20240705145100,24.6,1007.9,49,313,7.2,0.1,10014.1
59271,20240705145100,8.2,1007.7,15,54,7.2,0.4,10485.8
59278,20240705145100,5.9,1011.7,40,145,8.5,1.0,10212.4
59280,20240705145100,20.1,1002.0,53,169,14.8,0.5,10071.9
59287,20240705145100,12.3,1023.0,65,150,11.7,1.0,10421.6
59289,20240705145100,13.9,1001.9,17,53,13.6,0.8,10398.6
59293,20240705145100,6.0,1006.9,79,229,4.1,1.0,10013.4
59294,20240705145100,7.8,1000.7,79,220,9.4,0.7,10113.1
59298,20240705145100,24.2,1024.7,59,66,10.0,1.3,10333.4
59303,20240705145100,1.7,1001.8,79,76,11.4,0.9,10253.0
59304,20240705145100,30.2,1019.9,70,112,4.3,0.1,10336.2
59306,20240705145100,28.6,1004.0,0,15,7.2,1.3,10309.8
59310,20240705145100,1.6,1000.1,99,259,2.1,0.0,10404.0
59316,20240705145100,2.3,1014.2,33,112,1.3,0.4,10422.1
59317,20240705145100,7.7,1019.9,89,62,9.8,0.9,10138.9
59324,20240705145100,19.3,1013.6,49,21,11.1,0.0,10077.4
59456,20240705145100,3.6,1011.6,83,252,6.0,0.0,10174.5
59462,20240705145100,23.3,1019.7,16,96,5.1,0.1,10336.1
59478,20240705145100,11.4,1018.6,85,34,11.2,0.1,10078.0
59485,20240705145100,11.0,1019.0,35,275,4.6,0.2,10146.1
59488,20240705145100,5.9,1004.5,38,295,3.2,1.3,10131.4
59493,20240705145100,4.4,1010.0,94,157,10.9,0.0,10396.7
59501,20240705145100,6.0,1017.4,77,285,9.1,0.1,10387.2
59658,20240705145100,15.3,1004.2,99,226,0.2,1.3,10036.4
59663,20240705145100,5.0,1025.9,39,241,11.6,0.4,10459.3
59664,20240705145100,15.0,1004.4,2,284,4.4,0.8,10357.3
59673,20240705145100,30.3,1023.7,0,245,10.2,1.1,10378.8
59754,20240705145100,9.5,1021.2,97,290,3.6,0.0,10481.8
57947,20240705145100,24.0,1009.1,6,130,6.2,0.0,10343.0
57957,20240705145100,12.8,1024.0,35,139,2.9,0.2,10314.1
57958,20240705145100,32.5,1024.6,43,150,12.9,0.7,10075.6
59021,20240705145100,13.3,1020.2,96,318,7.1,0.0,10128.9
59023,20240705145100,0.8,1007.1,18,48,0.2,0.7,10424.8
