站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20240705144500,8.3,1006.0,56,216,0.8,1.5,10341.1
58102,20240705144500,6.7,1019.3,60,159,14.3,0.9,10303.5
58118,20240705144500,12.0,1017.3,4,269,7.3,1.3,10303.5
58122,20240705144500,2.1,1019.6,100,179,8.7,0.1,10082.9
58203,20240705144500,21.9,1025.2,28,284,5.9,0.1,10439.6
58215,20240705144500,21.7,1024.9,57,5,3.4,1.1,10209.9
58221,20240705144500,27.9,1013.1,37,29,6.0,0.8,10173.6
58225,20240705144500,8.3,1015.7,59,255,8.0,0.5,10216.9
58236,20240705144500,1.7,1001.1,5,19,8.3,1.1,10007.5
58311,20240705144500,29.2,1020.6,42,210,9.7,1.3,10077.1
58314,20240705144500,33.4,1004.4,74,353,14.1,1.1,10490.7
58319,20240705144500,10.3,1015.5,78,198,8.4,0.2,10225.9
58321,20240705144500,26.4,1019.2,70,173,9.8,0.5,10216.3
58326,20240705144500,33.3,1012.7,49,46,5.0,1.2,10451.1
58336,20240705144500,14.7,1024.3,90,293,8.8,1.0,10239.6
58338,20240705144500,12.9,1007.9,41,84,0.6,0.7,10356.1
58414,20240705144500,29.0,1009.3,35,186,5.1,0.8,10431.4
58419,20240705144500,0.1,1020.0,19,135,0.4,0.8,10308.9
58424,20240705144500,15.6,1003.5,74,96,11.8,0.4,10122.6
58429,20240705144500,20.8,1009.1,10,359,8.8,0.2,10176.9
58436,20240705144500,14.4,1009.7,21,5,12.7,1.4,10044.1
58437,20240705144500,13.0,1015.6,52,12,7.3,0.0,10051.4
58520,20240705144500,18.0,1018.0,13,326,2.7,0.5,10301.7
58531,20240705144500,24.8,1010.8,52,36,9.1,0.8,10029.1
54406,20240705144500,7.9,1003.7,93,304,4.1,1.3,10289.6
54416,20240705144500,6.8,1004.3,66,301,7.1,0.4,10407.8
54511,20240705144500,4.7,1019.2,42,87,12.4,0.4,10388.1
58725,20240705144500,15.2,1012.1,49,350,4.4,0.0,10168.8
58730,20240705144500,13.5,1019.7,72,45,8.1,1.4,10438.8
58731,20240705144500,22.4,1005.8,44,73,7.7,1.4,10236.7
58734,20240705144500,14.8,1007.0,47,45,4.4,1.1,10431.5
58737,20240705144500,31.9,1008.1,71,133,14.2,0.6,10407.4
58744,20240705144500,23.6,1018.7,51,43,0.4,0.4,10207.5
58754,20240705144500,8.8,1012.7,12,282,10.5,0.7,10456.2
58818,20240705144500,13.2,1003.9,100,53,9.6,0.8,10353.4
58820,20240705144500,29.1,1021.4,38,10,14.0,0.9,10264.3
58834,20240705144500,28.4,1006.2,72,212,8.9,0.7,10131.2
58837,20240705144500,19.5,1022.9,18,13,4.1,0.6,10284.6
58843,20240705144500,19.7,1016.8,14,351,14.7,0.5,10071.3
58846,20240705144500,9.6,1002.1,68,347,11.1,0.6,10250.6
58847,20240705144500,30.3,1001.1,71,38,9.8,1.4,10168.7
58911,20240705144500,13.9,1000.0,13,294,11.5,1.1,10482.6
58918,20240705144500,20.8,1017.5,98,25,6.8,0.7,10396.8
58921,20240705144500,11.8,1007.6,55,54,2.0,1.2,10300.0
58926,20240705144500,13.1,1014.1,48,246,10.7,0.2,10002.6
58927,20240705144500,30.7,1005.2,60,106,6.9,0.9,10460.8
58931,20240705144500,28.6,1010.5,12,85,5.5,0.1,10160.5
58933,20240705144500,22.6,1006.6,71,286,11.5,1.3,10046.7
58936,20240705144500,33.5,1002.2,39,18,0.4,0.3,10386.4
58944,20240705144500,21.3,1010.7,56,173,9.1,0.4,10391.9
59113,20240705144500,31.2,1022.8,45,81,10.6,1.3,10068.0
59126,20240705144500,16.1,1006.6,12,179,11.3,1.2,10213.4
59133,20240705144500,3.0,1022.9,99,235,13.8,0.2,10490.3
59134,20240705144500,14.4,1023.0,12,20,14.4,0.2,10222.1
59321,20240705144500,3.5,1014.3,79,50,0.4,0.1,10011.9
52323,20240705144500,21.0,1007.5,27,173,4.7,0.5,10084.2
52418,20240705144500,26.2,1008.8,66,192,8.4,0.0,10105.4
52424,20240705144500,22.3,1002.8,43,27,0.4,1.3,10249.0
52436,20240705144500,30.0,1008.9,56,98,14.2,0.9,10251.5
52446,20240705144500,19.8,1017.7,88,8,0.4,0.8,10405.5
52447,20240705144500,0.1,1013.6,3,225,8.7,0.1,10111.9
52533,20240705144500,7.1,1004.6,83,326,2.0,0.4,10432.7
52546,20240705144500,27.6,1002.7,30,126,4.6,1.0,10330.9
52652,20240705144500,34.0,1022.4,46,139,6.3,0.3,10226.0
52661,20240705144500,11.7,1017.0,0,171,12.9,0.8,10302.7
52674,20240705144500,6.6,1000.3,12,289,2.9,0.2,10065.5
52679,20240705144500,15.1,1016.8,72,139,6.5,0.3,10108.6
52681,20240705144500,21.3,1010.4,5,155,9.0,0.7,10102.4
52787,20240705144500,25.3,1022.6,5,243,11.2,1.1,10114.0
52797,20240705144500,14.3,1023.3,76,239,13.6,0.0,10076.9
52884,20240705144500,11.7,1015.6,76,289,6.4,1.0,10029.9
52895,20240705144500,8.1,1015.2,81,246,0.1,0.9,10137.6
52983,20240705144500,9.2,1014.7,30,297,3.8,0.2,10129.3
52984,20240705144500,15.2,1024.2,96,135,3.5,1.3,10378.9
52986,20240705144500,22.3,1025.4,57,201,12.0,1.5,10006.8
52996,20240705144500,18.6,1021.8,50,357,8.0,0.5,10069.9
53821,20240705144500,23.1,1023.9,81,15,6.8,0.5,10372.7
53915,20240705144500,0.8,1010.7,96,241,9.6,0.0,10010.7
53923,20240705144500,8.2,1020.3,18,197,4.2,1.4,10330.5
56074,20240705144500,11.5,1009.6,73,181,0.9,0.7,10240.3
56080,20240705144500,23.9,1003.1,11,283,5.2,1.1,10396.4
56093,20240705144500,22.0,1012.4,10,248,9.3,0.1,10371.2
56096,20240705144500,19.0,1005.1,60,74,4.6,0.1,10161.2
57014,20240705144500,29.0,1013.3,22,235,1.6,0.6,10061.3
57996,20240705144500,17.6,1017.6,44,227,1.9,1.0,10251.7
59072,20240705144500,32.1,1005.9,2,243,0.0,0.4,10305.7
59082,20240705144500,19.4,1002.8,11,186,11.6,0.7,10113.4
59087,20240705144500,21.2,1001.4,93,325,7.9,0.9,10367.7
59088,20240705144500,34.6,1000.2,62,24,9.5,0.5,10431.1
59096,20240705144500,31.5,1001.0,72,58,9.4,1.1,10232.1
59097,20240705144500,29.6,1007.8,51,82,12.7,0.7,10263.2
59107,20240705144500,9.5,1017.2,69,120,7.3,0.4,10312.1
59116,20240705144500,0.5,1017.8,0,91,8.7,0.7,10234.2
59117,20240705144500,13.3,1017.5,40,178,7.2,0.8,10417.3
59271,20240705144500,16.6,1011.5,98,343,2.9,0.4,10194.1
59278,20240705144500,25.8,1001.8,19,203,8.7,1.4,10218.7
59280,20240705144500,21.0,1002.6,91,65,3.0,1.4,10388.6
59287,20240705144500,1.7,1001.4,55,352,0.9,0.6,10004.1
59289,20240705144500,33.2,1025.6,89,0,6.2,0.9,10323.6
59293,20240705144500,19.3,1019.0,55,261,13.8,0.7,10328.2
59294,20240705144500,7.7,1017.4,100,47,5.6,0.4,10366.0
59298,20240705144500,3.8,1005.1,63,157,7.5,1.3,10415.2
59303,20240705144500,33.7,1008.1,70,151,6.9,1.5,10251.5
59304,20240705144500,8.3,1009.0,75,176,0.7,0.0,10148.7
59306,20240705144500,19.5,1007.5,80,294,11.6,1.0,10046.7
59310,20240705144500,17.4,1012.1,41,332,13.3,0.4,10369.4
59316,20240705144500,6.0,1015.7,56,97,1.0,0.8,10326.1
59317,20240705144500,12.9,1010.3,15,353,11.5,0.7,10213.4
59324,20240705144500,32.2,1021.2,51,169,12.2,1.3,10464.2
59456,20240705144500,4.0,1015.2,32,95,8.3,0.3,10118.1
59462,20240705144500,16.8,1003.2,52,319,13.4,1.3,10376.5
59478,20240705144500,9.6,1019.8,44,305,7.6,0.9,10211.4
59485,20240705144500,24.1,1026.3,64,223,7.5,0.3,10207.6
59488,20240705144500,9.9,1019.8,93,239,12.7,1.1,10313.9
59493,20240705144500,16.0,1024.3,25,171,2.7,0.7,10378.8
59501,20240705144500,26.3,1005.1,62,49,4.9,1.1,10261.4
59658,20240705144500,17.5,1006.1,92,248,6.4,0.1,10222.1
59663,20240705144500,14.1,1025.5,87,200,7.0,1.4,10327.9
59664,20240705144500,14.7,1008.4,59,280,8.8,0.8,10238.3
59673,20240705144500,21.5,1000.0,58,299,13.1,1.5,10019.2
59754,20240705144500,3.0,1024.1,63,57,2.9,0.5,10236.1
57947,20240705144500,34.6,1016.0,52,127,7.1,1.5,10386.6
57957,20240705144500,19.3,1012.5,7,331,10.4,1.4,10376.7
57958,20240705144500,4.2,1003.3,75,60,8.5,1.1,10405.5
59021,20240705144500,31.6,1001.1,9,148,3.7,1.1,10227.3
59023,20240705144500,11.7,1005.3,36,33,11.8,0.6,10286.4
59027,20240705144500,24.1,1018.4,87,225,5.4,0.8,10104.9
59037,20240705144500,31.0,1022.0,23,215,2.0,1.3,10263.0
59046,20240705144500,30.5,1011.7,92,193,11.8,0.5,10282.3
59058,20240705144500,20.8,1024.0,49,357,10.0,0.8,10143.2
59065,20240705144500,26.9,1021.1,72,272,9.5,0.7,10437.1
59209,20240705144500,10.1,1017.5,66,261,2.2,0.4,10391.4
59211,20240705144500,14.2,1002.6,58,169,10.3,0.1,10062.7
59218,20240705144500,27.4,1001.7,79,84,11.9,0.9,10420.6
59228,20240705144500,12.0,1013.0,75,319,11.3,0.5,10336.1
59242,20240705144500,0.8,1017.5,83,199,5.6,0.6,10347.1
59254,20240705144500,13.0,1002.4,1,255,12.0,0.1,10202.4
59265,20240705144500,17.6,1020.1,49,242,4.3,0.2,10076.4
