站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20240705143700,2.9,1025.3,91,336,9.3,1.2,10064.5
58102,20240705143700,30.3,1003.9,71,202,14.0,0.9,10091.0
58118,20240705143700,13.7,1000.5,5,170,4.3,0.1,10448.0
58122,20240705143700,6.0,1003.0,51,278,9.8,0.0,10213.5
58203,20240705143700,23.4,1010.1,3,26,10.6,0.6,10215.9
58215,20240705143700,10.0,1015.8,64,343,11.9,1.0,10215.4
58221,20240705143700,26.1,1021.4,0,108,10.9,0.4,10355.0
58225,20240705143700,5.4,1015.9,25,66,3.5,1.2,10443.7
58236,20240705143700,8.3,1009.4,72,90,4.3,0.8,10290.9
58311,20240705143700,24.9,1003.9,42,139,12.4,1.4,10030.0
58314,20240705143700,29.3,1026.3,65,74,10.7,0.5,10333.1
58319,20240705143700,6.8,1005.3,89,322,10.2,1.1,10234.7
58321,20240705143700,3.7,1008.1,76,53,7.6,0.1,10290.0
58326,20240705143700,26.9,1012.3,38,350,11.2,0.1,10423.4
58336,20240705143700,3.9,1014.8,54,22,4.1,0.8,10182.3
58338,20240705143700,25.0,1025.5,77,198,9.8,1.4,10277.0
58414,20240705143700,30.2,1021.8,53,180,7.4,0.2,10357.3
58419,20240705143700,20.2,1018.3,34,313,7.6,0.3,10376.3
58424,20240705143700,19.0,1010.8,72,319,13.4,1.4,10481.3
58429,20240705143700,17.5,1009.5,47,278,4.5,1.5,10114.2
58436,20240705143700,34.5,1005.6,79,118,14.6,1.0,10380.9
58437,20240705143700,17.0,1000.4,73,3,11.2,1.1,10274.6
58520,20240705143700,14.0,1002.6,89,61,9.6,1.4,10234.5
58531,20240705143700,18.0,1000.7,42,98,1.9,0.1,10074.3
54406,20240705143700,21.7,1009.8,8,192,6.1,0.9,10257.0
54416,20240705143700,20.7,1023.0,100,338,4.0,1.1,10136.2
54511,20240705143700,25.4,1002.5,79,175,3.8,1.4,10268.5
58725,20240705143700,23.5,1012.0,74,237,4.9,1.1,10418.2
58730,20240705143700,26.9,1018.4,45,156,7.5,0.4,10157.6
58731,20240705143700,33.6,1020.7,80,134,2.3,1.1,10317.0
58734,20240705143700,26.3,1025.3,60,49,1.5,1.4,10188.7
58737,20240705143700,5.4,1012.0,50,9,2.1,1.3,10094.3
58744,20240705143700,12.0,1014.0,63,319,14.6,0.5,10488.0
58754,20240705143700,27.1,1019.0,28,140,8.3,1.1,10343.9
58818,20240705143700,0.6,1023.7,94,41,9.7,1.5,10370.0
58820,20240705143700,11.3,1019.5,63,197,5.6,1.5,10458.4
58834,20240705143700,2.9,1011.8,0,109,9.0,0.2,10448.9
58837,20240705143700,18.9,1014.5,15,82,1.5,0.0,10095.7
58843,20240705143700,15.0,1015.4,44,248,0.4,0.2,10292.0
58846,20240705143700,30.3,1014.0,62,266,10.1,1.5,10118.1
58847,20240705143700,10.9,1011.3,3,308,2.9,1.0,10133.0
58911,20240705143700,22.1,1000.0,44,280,13.0,1.5,10289.9
58918,20240705143700,19.8,1012.4,7,318,14.1,1.0,10277.2
58921,20240705143700,14.5,1024.3,84,268,0.4,1.2,10398.3
58926,20240705143700,25.7,1014.2,87,126,13.8,1.2,10295.5
58927,20240705143700,16.7,1014.4,59,60,13.4,1.0,10117.8
58931,20240705143700,21.7,1020.9,50,357,7.8,0.9,10042.9
58933,20240705143700,26.9,1019.2,69,296,4.6,0.3,10446.9
58936,20240705143700,5.2,1000.9,37,139,12.9,0.2,10366.5
58944,20240705143700,16.9,1012.8,17,186,0.4,0.6,10319.5
59113,20240705143700,19.1,1005.1,46,238,8.7,1.1,10355.4
59126,20240705143700,21.6,1018.2,46,317,14.4,0.1,10174.5
59133,20240705143700,9.0,1010.1,4,142,6.5,0.7,10067.5
59134,20240705143700,19.6,1005.2,80,115,8.6,0.5,10366.5
59321,20240705143700,9.2,1004.1,4,3,0.4,0.7,10357.2
52323,20240705143700,4.2,1022.8,66,288,11.0,0.3,10402.0
52418,20240705143700,20.6,1021.9,27,129,12.0,0.6,10401.8
52424,20240705143700,33.7,1009.0,99,266,8.3,0.3,10390.6
52436,20240705143700,32.1,1009.5,53,243,14.3,0.7,10434.8
52446,20240705143700,9.7,1025.2,49,239,12.7,1.3,10234.0
