站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20240705144100,34.1,1013.8,66,334,14.2,0.2,10085.7
58102,20240705144100,29.1,1020.5,90,357,4.6,0.4,10277.9
58118,20240705144100,16.8,1001.5,3,276,11.5,1.2,10062.0
58122,20240705144100,11.1,1014.1,31,71,13.2,0.7,10489.5
58203,20240705144100,22.7,1011.5,89,141,13.5,0.5,10420.4
58215,20240705144100,27.7,1006.9,22,71,13.2,0.2,10435.5
58221,20240705144100,17.8,1021.1,6,46,12.4,1.3,10232.0
58225,20240705144100,33.9,1026.3,51,332,4.5,0.8,10120.8
58236,20240705144100,22.9,1024.1,29,98,0.1,0.1,10483.8
58311,20240705144100,28.6,1003.0,58,353,6.0,1.3,10334.6
58314,20240705144100,34.4,1012.5,82,272,9.8,1.0,10308.5
58319,20240705144100,22.2,1024.2,53,12,14.7,0.1,10213.0
58321,20240705144100,24.2,1019.7,85,293,14.3,0.0,10411.8
58326,20240705144100,4.6,1010.3,16,302,3.8,1.0,10241.8
58336,20240705144100,25.0,1011.7,54,274,12.9,0.5,10240.8
58338,20240705144100,32.8,1016.1,23,240,13.5,1.1,10221.2
58414,20240705144100,28.3,1003.7,34,355,7.0,0.1,10038.9
58419,20240705144100,31.5,1014.1,65,342,4.4,0.8,10404.7
58424,20240705144100,28.4,1001.6,7,67,14.4,1.3,10018.5
58429,20240705144100,7.5,1008.8,20,223,7.1,0.2,10080.0
58436,20240705144100,25.7,1006.6,96,10,2.8,0.1,10166.5
58437,20240705144100,15.0,1001.3,1,168,9.1,1.5,10259.6
58520,20240705144100,8.7,1002.0,5,13,5.8,0.7,10148.1
58531,20240705144100,25.2,1005.7,73,318,11.2,0.6,10264.5
54406,20240705144100,33.5,1010.9,22,352,3.5,0.2,10240.0
54416,20240705144100,21.5,1021.6,43,18,14.4,1.4,10227.4
54511,20240705144100,13.7,1025.3,50,84,7.8,0.2,10441.9
58725,20240705144100,8.6,1021.4,68,301,7.3,0.8,10351.8
58730,20240705144100,3.7,1000.8,93,323,4.2,1.4,10418.9
58731,20240705144100,12.9,1007.4,65,64,1.5,0.6,10234.1
58734,20240705144100,21.2,1003.0,50,221,5.8,0.4,10024.4
58737,20240705144100,3.8,1013.5,34,137,8.6,0.6,10368.1
58744,20240705144100,1.2,1003.5,18,209,14.8,0.9,10499.1
58754,20240705144100,24.2,1003.1,9,221,14.7,0.6,10229.9
58818,20240705144100,16.5,1008.1,35,29,3.8,1.2,10319.6
58820,20240705144100,24.9,1017.4,37,187,1.6,0.8,10003.6
58834,20240705144100,25.4,1006.7,6,6,7.2,1.1,10228.4
58837,20240705144100,2.2,1007.3,41,34,6.4,1.2,10396.9
58843,20240705144100,11.4,1019.9,43,119,14.0,0.4,10475.9
58846,20240705144100,27.9,1005.7,75,170,11.8,0.3,10353.1
58847,20240705144100,8.4,1016.5,37,250,6.2,0.4,10277.4
58911,20240705144100,13.6,1023.6,59,308,1.9,0.5,10383.7
58918,20240705144100,8.5,1002.1,63,309,14.0,1.0,10269.6
58921,20240705144100,23.3,1011.0,18,114,6.7,0.7,10174.2
58926,20240705144100,28.5,1024.3,24,131,1.5,0.3,10369.4
58927,20240705144100,27.8,1014.8,39,16,11.6,0.8,10398.5
58931,20240705144100,28.5,1010.5,73,30,2.1,0.1,10013.0
58933,20240705144100,16.4,1016.7,1,247,7.7,0.1,10020.9
58936,20240705144100,34.5,1000.8,92,330,9.8,1.4,10349.3
58944,20240705144100,26.3,1006.7,70,303,9.2,1.1,10434.9
59113,20240705144100,25.8,1005.8,45,215,4.8,0.0,10083.9
59126,20240705144100,2.0,1002.9,94,44,7.6,1.0,10064.6
59133,20240705144100,20.4,1024.9,12,119,4.9,0.1,10323.4
59134,20240705144100,34.7,1010.9,31,132,10.1,0.3,10471.4
59321,20240705144100,29.5,1025.8,6,333,12.1,0.1,10369.5
52323,20240705144100,12.0,1024.1,29,322,14.1,1.1,10469.2
52418,20240705144100,1.7,1010.3,68,341,7.2,0.5,10301.1
52424,20240705144100,12.3,1006.4,83,72,4.3,1.3,10135.4
52436,20240705144100,24.7,1018.0,2,82,3.5,1.3,10073.5
52446,20240705144100,15.9,1017.7,98,11,0.3,0.6,10180.9
52447,20240705144100,9.4,1008.0,20,242,1.5,1.2,10447.2
52533,20240705144100,29.0,1016.4,59,283,3.5,1.0,10474.6
52546,20240705144100,17.8,1025.2,1,27,5.2,0.2,10296.3
52652,20240705144100,29.0,1003.0,62,289,13.7,0.2,10010.8
52661,20240705144100,4.2,1002.7,68,127,10.9,1.2,10082.3
52674,20240705144100,22.4,1023.6,72,114,3.7,0.4,10063.3
52679,20240705144100,22.2,1006.5,35,292,11.8,0.3,10406.1
52681,20240705144100,27.2,1020.7,84,182,13.2,1.2,10053.8
52787,20240705144100,27.1,1008.7,94,93,12.9,1.2,10476.6
52797,20240705144100,29.0,1002.2,0,205,11.8,0.6,10122.6
52884,20240705144100,25.7,1018.3,56,9,0.1,1.5,10466.2
52895,20240705144100,7.1,1000.9,62,333,8.3,1.2,10352.6
52983,20240705144100,6.7,1012.3,54,100,8.2,1.5,10314.0
52984,20240705144100,6.4,1018.3,80,104,1.6,0.4,10174.3
52986,20240705144100,8.6,1015.4,23,86,4.4,1.0,10272.4
52996,20240705144100,19.5,1005.0,74,36,12.6,0.3,10451.9
53821,20240705144100,31.0,1022.1,62,199,3.1,0.1,10445.9
53915,20240705144100,31.4,1017.0,34,228,2.4,1.2,10040.5
53923,20240705144100,14.2,1004.3,81,180,5.4,0.7,10210.2
56074,20240705144100,29.9,1020.5,98,324,2.5,0.7,10321.4
56080,20240705144100,0.2,1017.3,47,84,8.6,0.1,10397.1
56093,20240705144100,26.8,1018.3,37,344,4.9,1.3,10198.6
56096,20240705144100,22.5,1013.7,46,239,13.2,1.0,10347.3
57014,20240705144100,13.9,1005.3,92,300,13.9,0.0,10076.5
57996,20240705144100,6.4,1021.9,22,278,14.4,1.2,10034.2
59072,20240705144100,18.1,1021.9,81,71,11.0,0.5,10143.5
59082,20240705144100,30.9,1005.5,57,186,12.9,0.3,10347.0
59087,20240705144100,1.3,1018.4,0,4,11.9,1.0,10197.8
59088,20240705144100,20.8,1014.6,71,25,6.8,1.0,10217.0
59096,20240705144100,16.4,1001.3,5,345,12.4,0.8,10307.1
59097,20240705144100,13.4,1005.4,94,55,10.6,1.0,10428.5
59107,20240705144100,13.7,1014.1,4,173,14.2,1.5,10112.8
59116,20240705144100,21.1,1007.9,39,62,14.8,0.3,10265.8
59117,20240705144100,21.8,1007.8,94,82,11.8,0.0,10324.2
59271,20240705144100,29.3,1002.9,46,229,14.6,1.2,10236.7
59278,20240705144100,10.4,1008.8,35,44,8.6,0.9,10024.7
59280,20240705144100,8.0,1024.9,24,204,12.3,1.2,10090.9
59287,20240705144100,12.3,1002.3,56,51,5.9,1.5,10423.5
59289,20240705144100,2.7,1009.6,70,82,7.2,1.4,10379.5
59293,20240705144100,11.8,1012.9,44,5,4.5,1.1,10463.0
59294,20240705144100,3.3,1005.1,69,246,8.0,1.2,10333.1
59298,20240705144100,30.6,1014.6,54,219,2.6,0.5,10034.6
59303,20240705144100,28.5,1021.8,49,143,14.6,0.7,10397.0
59304,20240705144100,26.9,1004.8,91,339,8.0,0.6,10015.5
