站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20240705144300,16.2,1012.3,89,42,2.4,0.2,10343.9
58102,20240705144300,0.0,1010.9,35,66,0.4,0.4,10303.5
58118,20240705144300,2.9,1002.0,95,312,0.1,0.0,10424.1
58122,20240705144300,11.7,1012.0,65,24,7.0,0.4,10210.8
58203,20240705144300,14.9,1012.3,49,124,11.8,1.2,10394.1
58215,20240705144300,4.2,1026.2,75,134,13.3,1.5,10223.7
58221,20240705144300,28.7,1006.9,13,116,2.4,0.7,10417.0
58225,20240705144300,17.7,1023.4,52,205,2.2,0.9,10207.5
58236,20240705144300,29.4,1011.7,14,114,11.5,0.4,10030.8
58311,20240705144300,13.5,1011.1,71,37,4.0,0.3,10381.3
58314,20240705144300,12.3,1010.9,91,272,11.3,0.0,10233.6
58319,20240705144300,29.0,1004.5,91,267,5.7,1.0,10283.1
58321,20240705144300,27.9,1002.6,11,253,8.8,0.1,10234.8
58326,20240705144300,10.5,1011.0,87,210,3.8,0.9,10372.8
58336,20240705144300,12.9,1002.9,39,334,10.3,1.4,10322.0
58338,20240705144300,31.9,1007.7,44,301,11.2,1.2,10088.7
58414,20240705144300,21.9,1005.6,27,120,3.4,0.7,10419.7
58419,20240705144300,12.2,1023.0,47,189,2.0,0.3,10198.6
58424,20240705144300,31.1,1026.3,59,10,5.9,0.9,10268.2
58429,20240705144300,16.3,1015.2,95,334,6.4,0.3,10069.5
58436,20240705144300,2.9,1014.0,89,90,3.3,0.4,10149.2
58437,20240705144300,6.8,1011.9,26,92,3.0,1.4,10158.7
58520,20240705144300,10.2,1001.3,81,183,2.4,0.0,10491.6
58531,20240705144300,28.3,1016.5,47,208,12.4,0.9,10262.1
54406,20240705144300,28.9,1010.7,64,20,6.9,0.5,10181.7
54416,20240705144300,0.3,1019.1,33,313,3.1,0.2,10278.1
54511,20240705144300,1.1,1006.4,75,35,13.4,0.9,10252.0
58725,20240705144300,5.8,1021.5,65,144,3.0,0.6,10046.0
58730,20240705144300,25.4,1012.6,61,65,13.8,0.8,10449.8
58731,20240705144300,15.8,1004.3,94,273,9.5,0.5,10087.7
58734,20240705144300,22.8,1007.7,14,29,14.1,1.5,10311.5
58737,20240705144300,12.5,1003.7,86,156,8.7,0.8,10161.1
58744,20240705144300,11.9,1009.3,82,293,1.4,0.3,10435.0
58754,20240705144300,15.5,1012.5,13,315,12.5,0.0,10038.4
58818,20240705144300,7.0,1016.4,42,60,14.8,1.3,10473.3
58820,20240705144300,4.1,1009.0,66,226,3.4,0.5,10000.5
58834,20240705144300,12.3,1013.3,100,64,1.4,1.5,10031.0
58837,20240705144300,18.0,1015.2,99,45,2.4,0.9,10281.4
58843,20240705144300,25.0,1013.7,54,152,3.8,1.0,10474.3
58846,20240705144300,33.8,1012.3,37,309,8.0,0.8,10359.6
58847,20240705144300,31.7,1012.2,46,190,14.7,0.8,10382.5
58911,20240705144300,16.1,1024.9,91,2,1.4,0.2,10360.6
58918,20240705144300,23.8,1024.0,90,128,7.9,0.4,10268.1
58921,20240705144300,21.9,1010.8,46,347,8.1,0.4,10029.3
58926,20240705144300,21.3,1018.1,6,12,10.3,0.6,10144.9
58927,20240705144300,15.2,1002.6,42,6,12.8,1.5,10150.3
58931,20240705144300,9.2,1019.0,76,0,9.2,0.7,10302.2
58933,20240705144300,12.4,1013.6,23,295,10.1,0.0,10064.3
58936,20240705144300,33.4,1015.8,89,117,12.9,0.3,10400.9
58944,20240705144300,23.4,1008.5,90,219,14.4,1.5,10442.8
59113,20240705144300,7.2,1025.1,68,174,0.3,0.8,10349.3
59126,20240705144300,14.7,1025.3,10,221,6.6,0.1,10034.9
59133,20240705144300,21.7,1022.6,60,41,4.2,0.3,10266.4
59134,20240705144300,12.3,1015.3,26,260,11.0,1.3,10161.9
59321,20240705144300,20.6,1001.1,88,278,9.4,0.9,10368.1
52323,20240705144300,24.7,1008.7,58,245,5.7,1.0,10073.7
52418,20240705144300,12.3,1026.1,46,12,13.9,0.7,10152.4
52424,20240705144300,8.3,1017.5,50,307,12.0,1.2,10389.8
52436,20240705144300,3.2,1004.3,79,259,7.4,1.4,10423.9
52446,20240705144300,1.9,1003.4,19,266,2.8,0.1,10027.2
52447,20240705144300,33.6,1010.1,27,111,13.7,0.9,10237.1
