站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20240705145600,30.1,1023.7,19,3,8.2,1.5,10126.2
58102,20240705145600,8.9,1018.3,27,141,6.1,1.5,10411.9
58118,20240705145600,6.2,1017.2,41,227,11.5,0.0,10488.1
58122,20240705145600,4.5,1021.4,42,19,7.6,0.0,10346.4
58203,20240705145600,33.2,1007.9,59,105,6.1,0.2,10291.3
58215,20240705145600,14.5,1020.2,1,284,7.3,0.2,10013.6
58221,20240705145600,18.4,1003.7,62,66,2.0,1.5,10104.7
58225,20240705145600,33.5,1020.9,54,142,0.1,0.2,10042.0
58236,20240705145600,7.7,1004.1,46,159,10.7,0.2,10087.4
58311,20240705145600,11.9,1019.3,57,274,8.8,0.2,10286.1
58314,20240705145600,31.1,1005.4,50,205,2.2,1.0,10240.4
58319,20240705145600,14.2,1011.9,39,289,4.8,1.0,10446.0
58321,20240705145600,14.9,1015.6,88,336,13.5,1.2,10349.3
58326,20240705145600,14.2,1018.8,44,313,2.9,1.3,10472.8
58336,20240705145600,1.7,1025.0,66,218,14.1,1.2,10319.6
58338,20240705145600,16.5,1012.6,8,257,1.7,0.2,10020.5
58414,20240705145600,16.5,1023.9,5,167,12.2,0.9,10204.9
58419,20240705145600,10.7,1017.3,39,20,3.6,0.7,10090.0
58424,20240705145600,6.5,1014.5,72,24,3.7,1.2,10092.3
58429,20240705145600,28.0,1021.1,51,296,7.4,0.7,10400.4
58436,20240705145600,34.1,1003.1,54,149,0.7,0.5,10069.7
58437,20240705145600,8.2,1010.5,20,229,0.3,0.2,10116.7
58520,20240705145600,29.1,1011.5,62,209,13.7,0.8,10208.4
58531,20240705145600,22.6,1020.2,91,127,5.5,1.3,10171.6
54406,20240705145600,33.0,1024.3,52,273,5.6,0.4,10344.7
54416,20240705145600,26.6,1015.7,10,58,3.7,1.4,10479.0
54511,20240705145600,29.2,1015.7,35,63,12.0,0.0,10355.1
58725,20240705145600,20.9,1021.1,37,56,11.5,1.4,10065.4
58730,20240705145600,12.1,1002.3,17,143,9.6,1.4,10074.4
58731,20240705145600,15.5,1000.6,62,51,1.3,0.9,10251.0
58734,20240705145600,10.2,1025.1,36,44,10.6,0.5,10222.8
58737,20240705145600,32.6,1023.7,20,265,1.4,1.4,10086.5
58744,20240705145600,23.1,1023.6,27,142,4.9,0.6,10359.1
58754,20240705145600,24.8,1010.1,55,103,8.4,1.3,10498.2
58818,20240705145600,14.9,1016.4,2,11,8.8,1.1,10350.5
58820,20240705145600,4.4,1007.4,86,120,7.6,1.4,10434.3
58834,20240705145600,9.2,1015.4,49,24,6.0,0.3,10044.2
58837,20240705145600,21.0,1003.6,33,240,8.9,0.2,10196.0
58843,20240705145600,2.3,1013.4,66,52,4.5,0.8,10111.1
58846,20240705145600,3.3,1001.7,62,57,4.8,0.0,10426.1
58847,20240705145600,17.5,1013.1,27,79,9.5,0.6,10229.0
58911,20240705145600,10.8,1003.3,24,100,6.1,1.0,10110.8
58918,20240705145600,20.2,1011.8,50,105,4.9,0.4,10311.9
58921,20240705145600,24.6,1006.4,68,92,7.3,0.2,10191.1
58926,20240705145600,7.2,1022.6,95,239,13.2,0.2,10341.1
58927,20240705145600,2.9,1006.1,64,337,6.1,0.4,10365.1
58931,20240705145600,27.3,1004.9,63,175,7.4,1.2,10113.4
58933,20240705145600,17.3,1003.5,87,21,9.6,0.3,10011.9
58936,20240705145600,22.2,1020.7,46,104,7.0,0.6,10319.9
58944,20240705145600,0.2,1005.5,96,272,11.8,1.1,10014.5
59113,20240705145600,22.9,1009.8,60,294,5.7,0.0,10492.0
59126,20240705145600,3.1,1024.9,29,276,12.9,0.5,10128.5
59133,20240705145600,7.8,1025.7,43,350,5.2,0.2,10005.0
59134,20240705145600,2.2,1025.3,12,25,2.8,0.2,10098.8
59321,20240705145600,9.8,1014.2,71,10,9.7,0.1,10428.5
52323,20240705145600,30.5,1013.3,88,226,14.7,0.5,10479.4
52418,20240705145600,22.8,1001.2,11,358,11.9,1.2,10223.3
52424,20240705145600,22.1,1002.2,9,16,8.5,0.7,10178.5
52436,20240705145600,16.6,1013.1,43,184,14.0,0.4,10479.9
52446,20240705145600,8.7,1001.2,31,144,2.0,0.9,10318.9
52447,20240705145600,31.9,1011.3,54,67,5.2,0.3,10378.9
52533,20240705145600,27.1,1022.1,58,335,11.8,0.9,10084.0
52546,20240705145600,0.6,1015.1,67,174,13.4,0.2,10324.7
52652,20240705145600,32.6,1016.9,92,136,4.6,0.4,10183.4
52661,20240705145600,26.8,1026.2,29,187,12.2,1.3,10238.9
52674,20240705145600,17.4,1003.3,9,188,14.0,1.5,10231.2
52679,20240705145600,16.0,1002.5,94,356,1.9,1.0,10368.6
52681,20240705145600,30.3,1020.7,23,22,6.8,1.0,10014.6
52787,20240705145600,16.7,1024.6,50,307,0.5,0.2,10248.4
52797,20240705145600,12.8,1018.1,86,174,1.0,0.7,10175.1
52884,20240705145600,5.0,1016.7,69,302,11.3,1.5,10400.5
52895,20240705145600,33.4,1007.6,87,187,14.5,1.4,10225.9
52983,20240705145600,31.6,1023.4,2,103,11.2,0.6,10038.1
52984,20240705145600,26.8,1017.5,99,58,12.3,0.7,10162.2
52986,20240705145600,3.3,1017.2,48,335,4.7,0.0,10011.9
52996,20240705145600,26.2,1003.4,49,276,13.7,1.4,10197.0
53821,20240705145600,23.3,1006.2,45,159,8.3,0.8,10351.5
53915,20240705145600,4.6,1017.9,78,254,10.4,0.2,10091.6
53923,20240705145600,17.8,1026.1,60,53,14.6,1.1,10404.0
56074,20240705145600,34.3,1022.1,63,337,3.2,1.2,10065.5
56080,20240705145600,11.9,1019.0,98,332,3.9,1.3,10270.3
56093,20240705145600,7.3,1022.3,49,41,14.2,0.2,10017.6
56096,20240705145600,4.9,1021.9,29,9,2.5,1.5,10248.3
57014,20240705145600,2.3,1012.9,91,258,3.5,1.4,10175.6
57996,20240705145600,6.9,1023.5,73,48,10.3,0.5,10397.2
59072,20240705145600,19.4,1008.3,18,249,14.8,0.2,10186.2
59082,20240705145600,29.3,1022.7,93,184,13.6,0.8,10049.3
59087,20240705145600,31.3,1007.2,72,107,10.3,1.1,10274.8
59088,20240705145600,9.0,1000.5,44,69,2.8,0.1,10126.6
59096,20240705145600,13.3,1002.2,57,317,5.3,1.1,10194.4
59097,20240705145600,10.1,1000.3,96,326,5.5,1.1,10125.4
59107,20240705145600,4.1,1022.7,96,246,14.9,0.7,10060.9
59116,20240705145600,30.4,1023.6,6,224,10.3,0.8,10062.6
59117,20240705145600,33.1,1000.4,74,344,3.4,1.3,10086.7
59271,20240705145600,33.7,1007.5,56,250,10.3,1.4,10008.8
59278,20240705145600,0.8,1009.2,80,71,14.5,0.7,10175.5
59280,20240705145600,29.6,1007.1,46,351,2.4,1.4,10170.1
59287,20240705145600,7.7,1003.4,82,131,4.4,0.0,10044.8
59289,20240705145600,28.0,1023.2,63,209,13.0,1.4,10248.4
59293,20240705145600,13.5,1018.8,70,226,14.0,1.2,10328.6
59294,20240705145600,28.7,1009.1,68,324,9.9,0.7,10499.3
59298,20240705145600,17.5,1003.1,2,212,11.6,0.7,10275.8
59303,20240705145600,31.2,1007.3,93,124,9.3,1.2,10022.2
59304,20240705145600,7.3,1009.5,58,110,7.0,0.5,10045.6
59306,20240705145600,21.0,1012.8,63,330,2.6,0.9,10378.1
59310,20240705145600,17.5,1017.0,59,150,0.2,0.3,10030.6
59316,20240705145600,27.0,1013.9,70,134,4.2,0.5,10413.1
59317,20240705145600,28.5,1025.5,72,170,10.2,0.7,10381.8
59324,20240705145600,7.2,1013.2,53,195,9.5,1.1,10373.8
59456,20240705145600,27.1,1011.1,32,118,8.1,0.4,10499.7
59462,20240705145600,18.5,1002.7,19,237,10.8,0.9,10263.6
59478,20240705145600,15.1,1017.0,66,316,11.7,0.4,10054.4
59485,20240705145600,27.0,1016.2,11,264,12.6,0.9,10241.5
59488,20240705145600,12.4,1001.8,69,87,3.4,1.1,10224.0
59493,20240705145600,26.7,1010.2,55,243,9.7,0.9,10409.5
59501,20240705145600,15.5,1020.4,87,86,12.6,0.9,10016.7
59658,20240705145600,4.6,1010.0,75,148,7.4,0.2,10057.1
59663,20240705145600,0.2,1001.8,32,136,9.6,0.8,10266.3
59664,20240705145600,28.2,1025.2,9,162,14.1,0.8,10177.9
59673,20240705145600,28.8,1016.5,10,316,11.4,0.1,10242.2
59754,20240705145600,29.3,1026.4,94,109,14.1,0.7,10160.4
57947,20240705145600,6.7,1008.9,17,309,2.3,1.3,10471.0
57957,20240705145600,17.1,1000.3,57,136,3.2,1.2,10386.5
57958,20240705145600,12.3,1007.3,37,344,9.8,1.2,10324.9
59021,20240705145600,31.5,1017.3,74,168,5.9,1.2,10384.8
59023,20240705145600,30.0,1020.1,32,189,2.3,0.3,10033.4
59027,20240705145600,24.8,1013.5,90,119,2.5,0.6,10069.6
59037,20240705145600,10.7,1023.5,25,102,12.9,0.0,10251.1
59046,20240705145600,2.9,1023.8,70,64,9.1,0.1,10308.0
59058,20240705145600,30.0,1019.6,28,342,5.4,0.3,10433.6
59065,20240705145600,17.7,1013.1,43,175,8.8,1.4,10145.7
59209,20240705145600,21.3,1001.3,86,192,12.9,0.0,10222.7
59211,20240705145600,10.8,1017.8,52,19,9.3,0.7,10452.1
59218,20240705145600,3.6,1016.7,38,228,13.3,1.0,10466.6
59228,20240705145600,19.0,1002.2,31,99,5.0,0.3,10147.8
59242,20240705145600,33.8,1001.0,63,243,0.3,0.8,10010.5
59254,20240705145600,18.2,1007.6,20,322,8.7,1.5,10346.2
59265,20240705145600,3.2,1001.1,62,79,14.9,0.6,10110.8
59417,20240705145600,3.4,1020.4,92,146,6.2,1.1,10268.8
59431,20240705145600,16.2,1011.3,29,63,13.5,1.1,10202.5
59446,20240705145600,18.9,1006.5,26,353,3.4,0.0,10258.1
59453,20240705145600,12.1,1006.9,53,323,11.7,1.2,10300.4
59626,20240705145600,16.6,1021.1,26,353,8.1,0.4,10335.2
59631,20240705145600,29.5,1010.8,70,179,10.2,0.2,10080.6
59632,20240705145600,28.9,1018.0,45,218,6.3,0.3,10126.9
59644,20240705145600,24.7,1001.5,69,210,3.6,0.2,10006.9
59647,20240705145600,5.3,1024.0,30,172,1.8,1.4,10490.0
56691,20240705145600,30.1,1018.2,70,188,12.5,1.0,10095.6
56693,20240705145600,17.9,1010.9,80,149,1.2,0.7,10213.5
56792,20240705145600,7.5,1004.0,47,224,7.7,0.3,10054.0
56793,20240705145600,31.3,1021.9,44,87,4.1,1.5,10434.6
57606,20240705145600,6.0,1009.1,47,263,8.3,0.0,10269.3
57614,20240705145600,5.9,1018.5,29,0,11.5,1.4,10471.2
57625,20240705145600,2.7,1019.0,37,164,9.2,0.0,10490.9
57647,20240705145600,2.0,1020.9,72,13,9.3,0.5,10179.6
57707,20240705145600,28.7,1012.8,7,217,8.4,1.5,10378.0
57710,20240705145600,22.0,1000.8,4,219,14.8,0.8,10426.4
57712,20240705145600,1.3,1013.6,20,82,3.1,1.4,10153.4
57718,20240705145600,27.3,1019.0,52,315,10.4,0.0,10272.0
57722,20240705145600,10.0,1017.9,67,17,2.9,0.5,10413.8
57729,20240705145600,11.5,1012.8,96,175,7.6,0.7,10388.7
57731,20240705145600,17.7,1009.9,9,112,11.2,0.7,10102.0
57741,20240705145600,14.3,1001.5,48,49,7.7,0.4,10262.1
57803,20240705145600,3.2,1017.8,55,154,2.4,0.3,10314.8
57805,20240705145600,30.3,1008.8,72,99,4.8,0.7,10200.9
57806,20240705145600,12.7,1007.4,86,304,10.6,1.1,10148.5
57816,20240705145600,31.8,1009.9,27,264,9.9,0.5,10488.9
57825,20240705145600,7.6,1024.5,75,200,5.5,1.1,10113.8
57827,20240705145600,13.0,1010.5,65,5,4.0,0.2,10351.3
57832,20240705145600,34.0,1018.2,6,227,12.6,0.8,10178.0
57839,20240705145600,28.2,1004.6,56,211,3.5,0.7,10305.9
57840,20240705145600,13.6,1005.0,22,302,1.5,0.1,10082.2
57902,20240705145600,32.3,1008.2,24,83,3.4,0.7,10458.6
57906,20240705145600,17.4,1007.3,83,155,1.7,1.2,10010.7
57907,20240705145600,14.4,1010.5,92,98,0.3,1.4,10322.9
57910,20240705145600,28.8,1025.6,97,224,2.4,1.2,10458.9
57912,20240705145600,3.9,1023.4,59,162,0.8,1.5,10422.7
57916,20240705145600,14.3,1007.0,77,229,5.3,0.7,10232.6
57922,20240705145600,17.1,1015.9,25,327,12.1,0.9,10220.4
57926,20240705145600,12.4,1018.7,22,42,6.0,1.5,10085.2
57932,20240705145600,33.4,1021.3,63,86,3.2,0.6,10136.1
59758,20240705145600,29.2,1008.4,85,337,0.9,0.4,10028.5
59838,20240705145600,1.4,1007.0,22,5,4.4,0.6,10363.9
59845,20240705145600,31.5,1022.6,100,11,12.0,1.3,10220.4
59849,20240705145600,13.1,1018.6,69,137,13.4,1.5,10128.5
59855,20240705145600,31.8,1022.8,32,183,9.2,1.4,10265.3
59948,20240705145600,0.3,1022.2,11,208,8.7,0.7,10247.9
59954,20240705145600,28.3,1014.3,49,280,12.7,0.8,10177.0
59981,20240705145600,4.7,1015.3,17,30,10.1,1.5,10358.6
53399,20240705145600,3.8,1022.0,27,348,2.6,0.7,10283.8
53593,20240705145600,32.0,1013.5,51,204,3.7,0.3,10232.3
53698,20240705145600,17.6,1025.8,27,231,6.2,1.1,10208.6
53798,20240705145600,9.1,1021.1,99,128,6.6,0.2,10205.3
54308,20240705145600,1.8,1002.9,77,276,0.0,0.6,10129.3
54311,20240705145600,12.8,1005.8,76,218,7.3,0.8,10149.3
54401,20240705145600,11.3,1026.3,25,39,8.4,1.2,10135.1
54405,20240705145600,34.6,1019.3,74,139,4.5,0.1,10362.1
54423,20240705145600,26.3,1001.7,99,181,0.7,0.1,10350.3
54429,20240705145600,10.9,1011.0,34,17,3.8,0.6,10289.1
