站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20240705145200,0.9,1003.1,8,24,2.1,1.5,10012.7
58102,20240705145200,12.4,1019.1,85,109,10.5,0.1,10419.9
58118,20240705145200,23.8,1016.1,2,248,3.1,1.1,10400.5
58122,20240705145200,1.4,1018.4,29,266,7.1,1.1,10122.8
58203,20240705145200,23.0,1020.0,48,259,8.1,1.2,10429.2
58215,20240705145200,30.4,1004.5,44,321,2.4,0.3,10338.2
58221,20240705145200,32.9,1021.3,71,327,1.9,0.3,10019.4
58225,20240705145200,0.3,1019.6,4,269,0.0,1.2,10465.5
58236,20240705145200,32.3,1003.3,71,176,7.8,0.6,10244.6
58311,20240705145200,30.9,1006.7,11,305,11.8,0.3,10393.8
58314,20240705145200,34.4,1006.3,23,233,4.6,1.3,10049.8
58319,20240705145200,26.7,1008.7,37,92,0.8,1.1,10488.0
58321,20240705145200,15.8,1019.9,5,304,7.7,0.2,10160.5
58326,20240705145200,15.5,1017.6,80,336,14.9,0.2,10031.3
58336,20240705145200,16.9,1018.6,31,153,8.9,1.3,10026.1
58338,20240705145200,28.7,1010.0,63,4,5.7,0.9,10463.3
58414,20240705145200,26.6,1011.2,58,276,11.1,0.5,10151.3
58419,20240705145200,34.1,1002.3,15,178,0.0,0.0,10193.2
58424,20240705145200,25.1,1023.7,12,92,3.8,0.1,10016.1
58429,20240705145200,17.9,1002.7,97,246,14.2,0.1,10160.5
58436,20240705145200,24.9,1011.6,65,287,6.8,0.7,10289.3
58437,20240705145200,18.1,1017.1,94,44,11.9,0.5,10276.4
58520,20240705145200,27.1,1020.4,52,102,5.3,0.7,10269.0
58531,20240705145200,9.2,1004.6,81,173,9.3,1.4,10417.6
54406,20240705145200,23.7,1013.3,64,119,10.9,0.3,10021.4
54416,20240705145200,17.9,1018.8,40,33,5.4,1.1,10167.9
54511,20240705145200,27.5,1009.7,14,37,2.1,0.6,10323.0
58725,20240705145200,27.4,1008.5,39,188,12.2,0.5,10267.8
58730,20240705145200,21.7,1015.8,51,255,2.1,1.3,10434.1
58731,20240705145200,23.1,1011.9,95,172,5.4,0.7,10355.0
58734,20240705145200,20.8,1012.0,49,153,4.2,1.5,10165.1
