站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20240705150000,20.1,1004.7,58,111,0.6,0.6,10080.9
58102,20240705150000,14.6,1013.6,78,71,1.0,0.7,10327.8
58118,20240705150000,7.7,1008.1,79,223,10.5,0.3,10068.1
58122,20240705150000,32.9,1019.8,12,225,6.0,1.4,10377.2
58203,20240705150000,27.2,1013.6,30,45,9.4,1.0,10150.8
58215,20240705150000,20.0,1019.2,88,269,2.3,1.1,10444.4
58221,20240705150000,28.5,1001.5,45,245,1.2,1.3,10309.3
58225,20240705150000,31.9,1007.3,39,288,12.6,1.1,10175.5
58236,20240705150000,28.9,1007.7,75,223,1.8,0.8,10133.3
58311,20240705150000,26.4,1026.0,27,235,6.2,1.3,10100.6
58314,20240705150000,23.7,1004.7,64,223,10.7,1.0,10417.3
58319,20240705150000,17.1,1003.4,79,310,3.7,0.5,10206.8
58321,20240705150000,16.5,1015.6,98,176,14.5,0.1,10317.7
58326,20240705150000,11.4,1010.7,12,148,1.7,1.3,10270.9
58336,20240705150000,3.1,1001.8,94,238,9.0,1.1,10196.5
58338,20240705150000,9.9,1003.2,50,151,13.8,0.2,10285.9
58414,20240705150000,32.5,1013.6,12,300,11.0,1.1,10137.5
58419,20240705150000,10.5,1024.6,71,231,13.5,0.8,10126.6
58424,20240705150000,15.2,1008.5,44,245,2.5,1.1,10367.9
58429,20240705150000,21.7,1005.4,0,348,12.8,0.3,10269.5
58436,20240705150000,16.6,1003.5,37,73,4.8,0.5,10441.9
58437,20240705150000,16.0,1010.8,49,46,0.5,0.7,10315.8
58520,20240705150000,24.0,1021.1,26,195,1.6,1.3,10053.3
58531,20240705150000,14.3,1022.9,86,252,6.0,1.4,10039.9
54406,20240705150000,19.1,1020.4,72,357,10.6,1.3,10319.8
54416,20240705150000,15.6,1023.8,17,207,7.6,0.0,10363.8
54511,20240705150000,28.1,1014.9,57,154,11.5,1.2,10201.8
58725,20240705150000,8.3,1019.4,12,28,1.5,0.2,10428.5
58730,20240705150000,17.5,1001.8,56,346,9.9,0.5,10267.0
58731,20240705150000,15.7,1010.9,83,73,6.2,0.4,10302.3
58734,20240705150000,8.8,1012.9,84,182,2.5,0.8,10311.5
58737,20240705150000,19.3,1011.7,79,136,7.3,0.2,10040.3
58744,20240705150000,8.8,1025.7,18,253,14.2,0.6,10366.1
58754,20240705150000,34.3,1000.4,99,100,14.3,1.5,10193.2
58818,20240705150000,20.7,1007.7,20,96,5.3,0.4,10020.7
58820,20240705150000,3.0,1007.7,91,293,12.4,0.3,10225.8
58834,20240705150000,19.9,1014.4,44,187,7.4,0.0,10429.0
58837,20240705150000,6.8,1001.6,1,52,10.2,0.8,10256.4
58843,20240705150000,9.6,1001.3,40,113,9.2,1.3,10218.1
58846,20240705150000,19.7,1000.5,41,148,10.7,1.3,10283.8
58847,20240705150000,3.3,1024.0,45,82,4.2,1.0,10480.0
58911,20240705150000,11.8,1003.3,5,46,0.6,1.4,10002.1
58918,20240705150000,25.8,1023.9,5,204,4.0,0.9,10117.0
58921,20240705150000,13.2,1022.7,75,330,6.7,0.7,10202.3
58926,20240705150000,32.6,1006.1,79,201,5.9,0.7,10224.3
58927,20240705150000,10.1,1025.4,57,299,10.2,1.4,10440.8
58931,20240705150000,20.8,1005.5,30,187,10.6,1.5,10348.1
58933,20240705150000,9.6,1015.5,11,1,4.3,1.3,10013.1
58936,20240705150000,21.2,1018.5,41,171,10.6,0.8,10420.0
58944,20240705150000,21.7,1007.9,71,288,2.9,0.8,10359.1
59113,20240705150000,33.1,1016.1,98,300,5.8,0.9,10179.9
59126,20240705150000,21.7,1016.4,26,205,0.4,0.4,10001.1
59133,20240705150000,34.9,1009.4,67,254,8.9,0.2,10036.9
59134,20240705150000,9.7,1001.9,9,195,1.8,0.5,10437.7
59321,20240705150000,29.9,1016.1,60,73,8.4,0.4,10340.1
52323,20240705150000,4.5,1009.6,6,284,11.7,1.0,10042.3
52418,20240705150000,7.3,1010.0,33,213,3.9,0.1,10395.4
52424,20240705150000,12.8,1025.2,86,346,9.1,0.9,10369.4
52436,20240705150000,1.1,1010.9,44,141,9.7,0.7,10255.5
52446,20240705150000,8.3,1008.0,74,248,0.8,0.7,10280.1
52447,20240705150000,17.5,1009.3,87,179,5.4,0.6,10083.1
52533,20240705150000,29.5,1000.6,92,244,6.5,1.5,10066.3
52546,20240705150000,5.8,1011.0,29,220,13.9,0.3,10219.2
52652,20240705150000,33.8,1000.5,53,222,10.0,1.0,10477.9
52661,20240705150000,10.9,1001.7,68,316,3.2,0.9,10133.6
52674,20240705150000,3.6,1002.0,35,322,6.6,1.0,10402.0
52679,20240705150000,28.4,1003.4,65,92,11.0,1.5,10210.6
52681,20240705150000,30.1,1015.5,48,110,0.7,0.0,10396.3
52787,20240705150000,25.8,1023.3,23,179,3.7,0.5,10027.6
52797,20240705150000,32.0,1005.6,71,328,1.3,0.6,10356.1
52884,20240705150000,13.2,1023.3,61,166,2.4,0.4,10010.5
52895,20240705150000,13.6,1002.3,87,270,5.4,1.2,10324.0
52983,20240705150000,11.1,1022.2,92,191,2.7,1.0,10037.0
52984,20240705150000,1.7,1019.8,60,209,1.6,0.9,10158.4
52986,20240705150000,8.0,1015.7,14,72,3.2,1.2,10287.2
52996,20240705150000,25.7,1012.2,77,175,8.0,1.1,10186.4
53821,20240705150000,23.6,1000.5,14,150,2.9,0.9,10314.6
53915,20240705150000,10.6,1013.8,72,255,10.8,1.0,10075.5
53923,20240705150000,27.4,1002.8,56,206,10.0,0.6,10154.2
56074,20240705150000,28.3,1015.3,23,302,10.7,1.3,10304.5
56080,20240705150000,8.8,1018.8,52,186,3.0,0.4,10025.5
56093,20240705150000,5.9,1025.3,4,138,13.6,0.6,10395.1
56096,20240705150000,34.6,1021.1,73,352,3.1,0.4,10320.2
57014,20240705150000,13.1,1008.6,56,256,12.6,1.0,10207.9
57996,20240705150000,13.4,1018.4,72,144,3.9,1.5,10077.7
59072,20240705150000,7.0,1010.7,81,61,12.5,0.1,10248.8
59082,20240705150000,31.3,1005.7,22,129,12.5,1.1,10362.3
59087,20240705150000,20.6,1014.2,69,167,10.5,1.4,10258.2
59088,20240705150000,18.1,1000.1,16,285,5.7,1.0,10000.9
59096,20240705150000,4.9,1025.9,9,271,0.7,0.3,10050.3
59097,20240705150000,18.2,1001.9,2,138,10.1,0.5,10195.9
59107,20240705150000,27.6,1025.4,85,172,13.1,0.6,10208.9
59116,20240705150000,23.6,1005.6,52,317,3.9,0.2,10024.7
59117,20240705150000,34.9,1005.2,60,260,0.2,0.8,10428.1
59271,20240705150000,1.1,1016.6,72,305,4.5,1.1,10347.3
59278,20240705150000,19.8,1005.3,98,236,8.2,1.2,10039.0
59280,20240705150000,21.3,1012.6,26,359,7.4,0.7,10317.1
59287,20240705150000,26.5,1005.9,37,306,2.2,0.8,10192.5
59289,20240705150000,7.6,1007.4,66,39,4.2,0.9,10385.1
59293,20240705150000,3.8,1009.7,79,158,2.3,0.3,10112.4
59294,20240705150000,0.5,1019.1,48,349,3.2,1.5,10409.6
59298,20240705150000,30.8,1019.1,72,136,3.2,0.9,10361.4
59303,20240705150000,10.4,1020.6,7,122,12.7,1.0,10092.0
59304,20240705150000,11.9,1001.5,79,339,1.0,0.6,10432.4
59306,20240705150000,18.3,1018.0,55,18,10.6,0.0,10456.8
59310,20240705150000,9.1,1017.5,43,101,12.3,0.5,10375.6
59316,20240705150000,5.5,1008.9,11,150,9.7,0.9,10053.9
59317,20240705150000,7.4,1004.7,80,355,10.3,0.4,10463.5
59324,20240705150000,16.3,1003.9,12,348,4.1,0.6,10333.3
59456,20240705150000,29.7,1015.4,88,38,6.4,1.0,10121.7
59462,20240705150000,33.7,1019.6,23,245,2.0,0.9,10387.9
59478,20240705150000,11.7,1007.3,33,11,11.6,0.5,10224.9
59485,20240705150000,17.1,1000.3,95,196,0.9,0.7,10023.8
59488,20240705150000,15.0,1014.9,100,258,4.5,1.2,10123.6
59493,20240705150000,6.0,1021.8,88,319,0.0,0.6,10360.1
59501,20240705150000,12.0,1006.0,64,108,12.6,0.3,10220.8
59658,20240705150000,29.4,1003.7,0,85,1.6,0.4,10186.3
59663,20240705150000,22.5,1023.7,4,68,10.8,1.5,10298.4
59664,20240705150000,25.4,1006.0,13,166,7.8,1.1,10174.0
59673,20240705150000,22.8,1026.1,0,301,4.6,0.9,10242.8
59754,20240705150000,7.2,1002.7,31,346,14.7,0.7,10136.2
57947,20240705150000,21.5,1023.0,96,180,14.5,0.9,10035.1
57957,20240705150000,5.3,1022.0,78,227,11.5,1.3,10245.8
57958,20240705150000,14.3,1000.4,57,24,11.5,0.9,10174.1
59021,20240705150000,6.3,1009.1,78,356,5.1,0.6,10090.7
59023,20240705150000,19.8,1018.3,92,323,9.9,0.6,10234.6
59027,20240705150000,4.4,1012.0,74,159,3.5,0.6,10233.4
59037,20240705150000,30.2,1001.6,38,5,0.7,1.1,10162.3
59046,20240705150000,7.2,1000.9,44,238,6.3,0.0,10229.9
59058,20240705150000,1.4,1010.1,97,282,8.4,0.6,10269.4
59065,20240705150000,23.5,1016.2,8,21,9.9,1.2,10134.2
59209,20240705150000,3.6,1021.9,15,148,3.0,0.4,10006.0
59211,20240705150000,3.8,1012.2,1,182,13.8,0.1,10448.2
59218,20240705150000,15.1,1012.6,66,105,11.7,1.5,10448.9
59228,20240705150000,20.3,1012.1,86,211,3.0,1.3,10302.5
59242,20240705150000,17.9,1009.2,39,285,14.6,1.3,10208.9
59254,20240705150000,32.9,1020.5,56,357,7.4,0.2,10130.2
59265,20240705150000,31.2,1001.4,89,226,1.7,1.4,10488.6
59417,20240705150000,18.6,1016.8,89,140,10.7,1.5,10194.8
59431,20240705150000,18.7,1025.8,78,109,2.8,0.5,10305.6
59446,20240705150000,22.4,1010.8,52,13,8.0,0.7,10201.5
59453,20240705150000,5.4,1000.4,35,269,8.0,0.6,10006.0
59626,20240705150000,4.8,1005.2,100,96,2.8,0.1,10156.0
59631,20240705150000,33.5,1014.7,0,354,12.7,0.3,10357.8
59632,20240705150000,5.5,1025.0,78,22,9.0,1.4,10466.7
59644,20240705150000,2.1,1024.9,24,77,14.0,1.2,10433.6
59647,20240705150000,27.2,1004.6,48,92,6.0,0.4,10310.8
56691,20240705150000,3.8,1011.7,25,245,14.6,1.3,10075.0
56693,20240705150000,2.4,1021.0,65,279,10.0,0.1,10217.3
56792,20240705150000,14.0,1001.2,22,113,6.8,1.5,10300.8
56793,20240705150000,26.0,1019.9,93,165,3.7,1.1,10069.2
57606,20240705150000,24.7,1012.7,63,148,1.4,0.0,10278.7
57614,20240705150000,6.1,1006.4,50,7,7.9,0.9,10292.1
57625,20240705150000,13.1,1020.4,41,263,0.2,1.3,10012.0
57647,20240705150000,2.2,1023.4,90,233,7.3,0.9,10322.2
57707,20240705150000,6.0,1021.4,79,207,7.3,1.4,10090.1
57710,20240705150000,9.0,1012.1,26,203,6.5,1.4,10383.4
57712,20240705150000,19.6,1009.4,18,157,8.4,1.2,10143.5
57718,20240705150000,8.8,1011.1,63,50,11.5,1.3,10375.5
57722,20240705150000,4.0,1002.5,99,320,14.1,0.1,10192.0
57729,20240705150000,11.5,1002.6,62,295,4.9,0.8,10133.5
57731,20240705150000,26.4,1009.8,31,160,8.2,0.4,10153.0
57741,20240705150000,26.8,1025.6,69,236,12.2,1.5,10047.9
57803,20240705150000,9.0,1015.8,16,140,5.3,1.2,10388.8
57805,20240705150000,14.7,1004.5,59,222,1.8,0.0,10139.7
57806,20240705150000,11.7,1000.2,74,233,1.2,1.1,10378.1
57816,20240705150000,34.6,1021.9,81,335,14.0,1.5,10205.3
57825,20240705150000,1.5,1009.6,45,267,7.5,0.5,10133.2
57827,20240705150000,33.0,1009.7,92,277,6.4,0.9,10468.5
57832,20240705150000,23.4,1002.1,14,283,3.5,1.5,10055.3
57839,20240705150000,9.9,1006.8,74,65,0.8,0.3,10053.0
57840,20240705150000,0.0,1015.5,63,125,11.9,1.4,10497.3
57902,20240705150000,19.6,1009.8,100,66,2.2,1.2,10409.2
57906,20240705150000,13.8,1015.7,26,204,7.0,0.4,10198.2
57907,20240705150000,30.5,1010.1,0,174,12.2,0.8,10228.0
57910,20240705150000,28.2,1017.3,70,82,7.6,0.4,10331.9
57912,20240705150000,24.5,1018.3,51,51,6.4,0.0,10421.3
57916,20240705150000,33.6,1014.1,56,157,2.5,0.1,10205.0
57922,20240705150000,9.5,1010.9,71,222,4.0,1.2,10116.5
57926,20240705150000,26.2,1003.8,17,246,2.6,1.1,10071.6
57932,20240705150000,30.4,1024.0,12,109,0.6,0.1,10195.5
59758,20240705150000,17.0,1020.3,80,178,5.9,1.1,10347.7
