站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20240705150400,8.0,1000.6,78,263,0.0,0.2,10300.6
58102,20240705150400,26.1,1010.0,52,332,9.5,0.4,10487.8
58118,20240705150400,17.4,1017.8,94,312,13.4,0.5,10195.3
58122,20240705150400,4.3,1014.5,23,270,7.8,0.5,10397.6
58203,20240705150400,5.7,1011.4,72,277,11.2,0.9,10240.6
58215,20240705150400,16.3,1008.0,59,296,0.7,1.3,10107.6
58221,20240705150400,20.4,1004.5,7,269,8.6,0.5,10204.6
58225,20240705150400,22.2,1001.2,99,105,6.3,0.0,10094.1
58236,20240705150400,14.1,1008.7,27,348,1.6,0.9,10014.3
58311,20240705150400,23.1,1005.6,10,256,11.8,0.3,10076.3
58314,20240705150400,7.6,1009.1,48,160,2.8,0.9,10467.5
58319,20240705150400,11.4,1004.1,51,236,8.1,0.2,10378.4
58321,20240705150400,14.4,1007.8,64,247,11.7,0.3,10407.9
58326,20240705150400,33.6,1026.4,8,7,9.0,1.0,10277.4
58336,20240705150400,30.9,1019.9,100,245,8.5,1.1,10381.1
58338,20240705150400,26.5,1009.5,93,242,13.3,1.3,10050.2
58414,20240705150400,6.6,1015.3,14,162,1.8,1.0,10301.3
58419,20240705150400,13.8,1010.1,7,224,3.5,0.1,10141.6
58424,20240705150400,2.8,1017.5,1,237,14.9,1.3,10288.6
58429,20240705150400,33.6,1001.6,94,242,7.3,0.2,10470.8
58436,20240705150400,20.9,1024.7,81,45,0.2,0.7,10034.3
58437,20240705150400,7.2,1004.1,61,140,6.3,1.4,10214.0
58520,20240705150400,0.0,1017.2,27,328,0.2,0.1,10004.7
58531,20240705150400,30.4,1021.1,86,100,3.5,1.5,10090.1
54406,20240705150400,1.0,1012.4,32,141,7.3,1.3,10061.7
54416,20240705150400,17.5,1004.3,91,268,2.9,1.2,10340.8
54511,20240705150400,9.4,1009.8,81,205,10.5,0.0,10243.9
58725,20240705150400,16.0,1011.9,45,184,8.2,0.2,10059.7
58730,20240705150400,21.9,1019.1,34,300,3.3,0.5,10038.8
58731,20240705150400,0.6,1011.0,84,62,13.8,0.7,10046.5
58734,20240705150400,27.0,1013.0,23,304,2.8,0.7,10156.6
58737,20240705150400,33.6,1016.1,60,188,6.2,1.4,10466.5
58744,20240705150400,24.4,1004.1,95,74,14.0,0.3,10050.7
