站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20240705144400,7.0,1012.3,28,53,5.4,0.8,10288.0
58102,20240705144400,31.2,1011.3,75,120,9.1,0.7,10128.5
58118,20240705144400,32.4,1025.5,27,191,10.8,1.3,10420.3
58122,20240705144400,27.7,1015.6,1,228,5.7,1.2,10085.6
58203,20240705144400,2.4,1003.5,81,115,14.8,0.3,10224.4
58215,20240705144400,25.5,1012.5,2,217,13.8,0.3,10331.1
58221,20240705144400,3.1,1018.8,86,325,4.5,0.1,10460.0
58225,20240705144400,10.5,1013.8,25,235,7.4,0.4,10347.0
58236,20240705144400,28.3,1013.6,7,117,10.1,0.1,10280.4
58311,20240705144400,20.0,1017.6,95,115,4.1,0.3,10318.5
58314,20240705144400,17.9,1002.3,25,152,7.8,0.7,10408.3
58319,20240705144400,12.3,1006.9,20,51,14.2,0.7,10191.2
58321,20240705144400,16.6,1008.7,75,39,8.3,1.5,10034.1
58326,20240705144400,13.7,1021.1,62,67,4.4,1.4,10172.2
58336,20240705144400,28.7,1022.4,8,158,10.4,1.5,10032.5
58338,20240705144400,13.2,1002.7,42,28,4.7,0.4,10132.1
58414,20240705144400,23.9,1019.9,24,8,10.3,1.0,10061.8
58419,20240705144400,3.7,1007.6,39,56,3.9,0.2,10124.3
58424,20240705144400,13.3,1008.2,3,40,8.3,1.1,10040.9
58429,20240705144400,4.0,1000.2,6,212,3.4,0.7,10326.1
58436,20240705144400,28.3,1013.0,46,53,12.9,1.2,10143.6
58437,20240705144400,18.3,1006.6,49,322,11.7,0.1,10150.3
58520,20240705144400,25.8,1006.7,60,261,12.1,1.4,10392.3
58531,20240705144400,20.6,1021.5,10,46,13.7,0.7,10384.7
54406,20240705144400,17.1,1007.9,51,35,6.1,0.3,10227.0
54416,20240705144400,29.1,1014.0,53,176,11.6,0.1,10296.5
54511,20240705144400,23.5,1003.7,5,163,1.9,0.9,10039.2
58725,20240705144400,24.2,1005.1,56,269,14.6,0.8,10040.3
58730,20240705144400,28.3,1026.1,60,206,2.5,0.2,10278.3
58731,20240705144400,28.7,1012.7,68,240,5.2,0.6,10269.7
58734,20240705144400,6.9,1026.3,79,266,4.2,1.4,10436.3
58737,20240705144400,26.2,1005.2,80,96,6.8,1.2,10071.6
58744,20240705144400,26.4,1002.4,80,129,12.8,1.5,10001.2
58754,20240705144400,25.5,1016.8,36,104,14.2,0.2,10042.8
58818,20240705144400,24.5,1015.9,36,206,4.7,0.2,10437.5
58820,20240705144400,24.1,1018.1,21,323,13.3,0.5,10274.6
58834,20240705144400,0.1,1009.6,70,227,14.7,1.0,10009.0
58837,20240705144400,7.5,1015.1,12,91,4.1,1.3,10440.7
58843,20240705144400,18.4,1014.7,9,341,4.6,1.2,10322.3
58846,20240705144400,29.5,1012.8,85,317,3.9,1.0,10496.3
58847,20240705144400,7.3,1024.7,69,156,11.0,1.4,10121.6
58911,20240705144400,5.7,1019.3,18,23,14.6,0.0,10336.3
58918,20240705144400,3.8,1018.4,72,184,0.7,0.1,10362.5
58921,20240705144400,5.3,1004.2,56,79,11.5,1.1,10148.8
58926,20240705144400,10.6,1009.3,44,251,8.2,0.9,10086.7
58927,20240705144400,24.2,1008.7,68,330,5.5,0.4,10349.4
58931,20240705144400,25.2,1019.6,85,112,0.2,0.0,10138.9
58933,20240705144400,31.1,1024.6,59,77,11.8,1.3,10330.1
58936,20240705144400,28.5,1011.8,69,161,3.4,1.2,10203.3
58944,20240705144400,11.6,1023.4,53,159,12.8,1.3,10285.4
59113,20240705144400,8.6,1003.4,87,310,7.2,1.3,10114.6
59126,20240705144400,27.5,1004.2,83,248,2.3,1.1,10122.5
59133,20240705144400,29.3,1001.0,61,268,2.0,0.9,10086.3
59134,20240705144400,15.4,1024.6,83,201,13.5,0.0,10344.2
59321,20240705144400,26.6,1003.4,46,132,13.0,0.3,10003.8
52323,20240705144400,5.3,1019.1,68,150,2.3,1.4,10077.6
52418,20240705144400,29.9,1004.6,43,292,12.3,0.5,10284.1
52424,20240705144400,34.3,1016.7,2,288,9.3,0.2,10236.8
52436,20240705144400,33.0,1008.7,74,296,9.3,0.2,10470.4
52446,20240705144400,12.3,1022.7,48,306,12.5,1.4,10465.7
52447,20240705144400,29.8,1015.6,21,247,11.9,1.1,10406.3
52533,20240705144400,4.2,1014.5,57,56,12.9,0.4,10299.4
52546,20240705144400,7.4,1007.2,77,45,7.4,0.2,10332.1
52652,20240705144400,31.7,1019.5,87,172,9.9,0.8,10006.9
52661,20240705144400,12.4,1008.7,34,192,3.5,1.4,10043.8
52674,20240705144400,5.5,1006.4,53,119,6.0,0.1,10159.4
52679,20240705144400,3.9,1008.4,75,126,14.1,0.8,10084.0
52681,20240705144400,31.7,1008.2,83,314,5.2,1.0,10430.3
52787,20240705144400,0.1,1008.7,32,157,1.6,1.3,10202.7
52797,20240705144400,15.3,1004.7,6,198,14.7,0.2,10019.0
52884,20240705144400,0.9,1001.4,99,88,11.0,1.3,10138.4
52895,20240705144400,5.3,1013.6,22,30,4.4,1.0,10456.6
52983,20240705144400,19.8,1001.5,10,150,3.7,0.4,10153.4
52984,20240705144400,10.5,1007.8,23,119,5.2,0.7,10494.7
52986,20240705144400,4.9,1023.8,42,128,11.4,0.9,10186.2
52996,20240705144400,22.4,1007.8,57,167,14.9,0.9,10125.6
53821,20240705144400,14.3,1022.1,92,162,8.3,1.2,10439.9
53915,20240705144400,12.1,1000.9,17,8,3.9,1.3,10356.5
53923,20240705144400,29.1,1000.0,31,223,10.6,0.0,10087.3
56074,20240705144400,2.0,1004.2,39,295,6.7,0.8,10250.6
56080,20240705144400,11.7,1013.0,6,342,3.6,0.1,10025.9
56093,20240705144400,31.9,1024.9,60,322,14.5,1.2,10278.0
56096,20240705144400,3.4,1014.8,49,28,4.3,1.5,10064.1
57014,20240705144400,24.9,1005.7,70,182,8.1,0.3,10007.6
57996,20240705144400,34.9,1011.2,79,36,13.2,1.5,10312.4
59072,20240705144400,12.0,1013.7,7,99,1.8,1.1,10267.6
59082,20240705144400,1.4,1011.7,33,130,10.0,1.1,10360.2
59087,20240705144400,24.6,1018.1,57,105,5.5,1.2,10105.6
