站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20240705145400,30.1,1007.3,47,94,12.7,1.0,10160.0
58102,20240705145400,11.6,1025.2,98,241,2.3,0.0,10101.8
58118,20240705145400,31.4,1007.1,40,213,9.4,1.5,10448.5
58122,20240705145400,28.9,1022.1,14,244,3.2,0.0,10292.4
58203,20240705145400,3.5,1025.4,52,187,13.4,1.1,10171.8
58215,20240705145400,16.4,1026.4,47,60,3.3,0.2,10193.3
58221,20240705145400,25.7,1013.8,100,181,2.6,1.0,10451.4
58225,20240705145400,2.0,1018.2,77,302,11.1,0.2,10152.4
58236,20240705145400,24.5,1012.8,45,230,6.9,1.2,10093.6
58311,20240705145400,5.3,1015.2,65,187,5.9,1.5,10017.1
58314,20240705145400,9.2,1007.0,43,299,2.5,0.1,10430.6
58319,20240705145400,0.2,1019.5,61,254,2.4,1.0,10464.5
58321,20240705145400,8.7,1012.7,42,112,11.0,0.5,10472.0
58326,20240705145400,32.9,1003.3,52,315,5.0,1.1,10190.4
58336,20240705145400,15.9,1021.1,62,314,1.1,0.4,10254.9
58338,20240705145400,28.8,1002.1,33,260,1.8,0.9,10019.8
58414,20240705145400,29.2,1015.1,48,102,4.4,1.4,10480.4
58419,20240705145400,0.4,1013.0,75,356,13.8,0.6,10013.1
58424,20240705145400,18.8,1013.0,100,50,11.1,1.2,10110.5
58429,20240705145400,7.4,1007.2,61,292,2.3,0.7,10315.2
58436,20240705145400,29.1,1003.0,27,105,9.2,1.1,10140.4
58437,20240705145400,28.8,1002.9,33,282,12.4,1.1,10242.1
58520,20240705145400,26.4,1004.5,83,173,11.2,0.3,10345.8
58531,20240705145400,2.3,1005.6,10,299,9.3,0.4,10371.6
54406,20240705145400,6.8,1011.2,69,209,8.4,1.3,10471.6
54416,20240705145400,32.6,1000.1,41,124,1.6,0.0,10443.1
54511,20240705145400,19.2,1020.8,11,327,9.1,1.1,10136.5
58725,20240705145400,30.3,1004.7,16,149,3.5,0.6,10428.9
58730,20240705145400,13.0,1012.0,86,168,1.4,0.9,10432.0
58731,20240705145400,29.9,1009.2,67,147,3.9,0.5,10420.8
58734,20240705145400,20.7,1005.3,13,111,3.9,0.4,10135.7
58737,20240705145400,3.0,1013.7,24,85,11.1,0.5,10484.5
58744,20240705145400,29.8,1002.8,76,78,7.6,0.3,10128.1
58754,20240705145400,14.0,1017.9,59,151,2.3,1.1,10137.6
58818,20240705145400,21.4,1022.1,70,123,14.0,1.0,10074.0
58820,20240705145400,8.1,1011.7,98,181,10.0,1.2,10087.3
58834,20240705145400,11.3,1013.2,79,102,8.3,0.8,10019.9
58837,20240705145400,0.9,1016.3,82,39,6.4,0.2,10481.5
58843,20240705145400,4.0,1021.6,94,14,7.0,1.3,10406.0
58846,20240705145400,26.2,1002.3,28,283,0.5,0.6,10078.0
58847,20240705145400,5.7,1020.2,75,143,12.2,1.5,10036.8
58911,20240705145400,25.5,1023.6,12,124,3.5,0.4,10373.4
58918,20240705145400,15.1,1019.7,21,231,6.0,0.4,10055.9
58921,20240705145400,13.2,1004.9,40,294,14.4,1.3,10001.3
58926,20240705145400,15.0,1013.8,89,329,14.6,0.4,10068.8
58927,20240705145400,6.8,1019.9,13,203,10.1,0.7,10030.1
58931,20240705145400,23.8,1008.2,92,9,0.6,0.5,10147.1
58933,20240705145400,16.7,1015.9,59,241,3.9,1.5,10289.7
58936,20240705145400,28.3,1022.9,9,145,12.9,0.3,10491.8
58944,20240705145400,22.5,1013.4,100,55,0.0,0.9,10376.0
59113,20240705145400,10.1,1005.8,57,139,14.7,1.2,10032.9
59126,20240705145400,10.4,1000.8,9,213,2.2,0.5,10017.2
59133,20240705145400,1.3,1004.5,20,297,4.6,0.0,10270.7
59134,20240705145400,17.5,1021.2,73,61,11.8,0.1,10040.4
59321,20240705145400,6.8,1002.0,82,10,1.0,0.8,10186.5
52323,20240705145400,25.9,1024.1,19,123,3.1,0.8,10288.1
52418,20240705145400,20.6,1019.5,46,189,4.5,0.5,10117.9
52424,20240705145400,19.1,1010.0,8,57,3.2,0.6,10131.3
52436,20240705145400,30.0,1013.1,84,359,10.3,0.9,10431.2
52446,20240705145400,16.5,1018.6,98,345,1.2,0.9,10080.8
52447,20240705145400,29.6,1006.7,2,292,4.3,0.4,10120.1
52533,20240705145400,18.8,1025.8,29,322,7.9,0.9,10141.8
52546,20240705145400,1.1,1008.4,25,314,6.3,0.3,10497.3
52652,20240705145400,6.6,1021.7,47,92,14.3,0.0,10121.1
52661,20240705145400,15.7,1009.8,95,33,7.3,0.6,10242.6
52674,20240705145400,11.6,1011.9,57,226,0.8,1.5,10049.2
52679,20240705145400,28.7,1003.3,67,250,12.9,0.8,10292.9
52681,20240705145400,14.2,1024.9,81,351,3.1,0.7,10417.2
52787,20240705145400,7.6,1020.5,12,133,3.5,0.9,10143.1
52797,20240705145400,10.8,1023.0,34,14,10.4,1.1,10460.4
52884,20240705145400,26.4,1010.6,93,161,10.4,1.3,10472.4
52895,20240705145400,23.6,1019.4,62,328,8.3,0.6,10039.7
52983,20240705145400,6.4,1020.0,26,250,6.5,1.0,10280.9
52984,20240705145400,10.3,1003.3,11,291,7.0,1.1,10273.1
52986,20240705145400,7.4,1017.1,79,301,3.9,0.8,10306.4
52996,20240705145400,19.4,1013.9,54,302,8.9,1.1,10489.6
53821,20240705145400,17.2,1013.9,29,39,0.4,0.0,10114.4
53915,20240705145400,32.2,1024.7,94,275,6.5,0.8,10354.3
53923,20240705145400,13.7,1017.1,96,233,7.9,0.3,10360.3
56074,20240705145400,26.8,1004.7,61,344,0.3,0.7,10271.0
56080,20240705145400,34.4,1016.2,16,9,2.1,1.1,10135.3
56093,20240705145400,17.8,1009.1,57,350,2.8,0.3,10469.4
56096,20240705145400,9.5,1015.7,59,144,5.5,0.8,10474.6
57014,20240705145400,28.4,1004.9,85,335,13.3,0.5,10079.0
57996,20240705145400,3.7,1013.3,83,333,7.7,1.1,10021.9
59072,20240705145400,4.9,1000.7,58,237,14.5,0.8,10282.6
59082,20240705145400,2.6,1001.7,19,341,11.4,1.1,10161.4
59087,20240705145400,22.2,1012.0,19,296,10.5,0.8,10042.5
59088,20240705145400,8.8,1017.9,65,127,6.7,0.5,10171.8
59096,20240705145400,34.4,1018.7,0,85,7.4,0.2,10484.7
59097,20240705145400,17.1,1021.3,27,167,12.5,0.9,10204.6
59107,20240705145400,34.1,1021.3,85,273,14.8,0.3,10256.3
59116,20240705145400,0.5,1005.5,70,86,10.9,0.8,10342.6
59117,20240705145400,12.8,1022.0,6,215,10.7,0.6,10412.2
59271,20240705145400,28.3,1008.5,83,115,0.8,1.2,10108.0
59278,20240705145400,28.5,1014.0,75,146,14.5,1.0,10201.4
59280,20240705145400,34.5,1020.7,90,291,13.5,1.5,10365.9
59287,20240705145400,19.4,1022.9,21,23,4.9,0.9,10222.4
59289,20240705145400,25.7,1014.6,60,262,9.3,0.1,10023.3
59293,20240705145400,10.1,1009.1,99,128,7.8,0.3,10233.8
59294,20240705145400,2.5,1002.0,46,290,11.9,1.2,10318.6
59298,20240705145400,5.4,1011.6,94,199,5.0,1.3,10014.5
59303,20240705145400,9.9,1020.2,33,68,11.5,0.6,10124.6
59304,20240705145400,25.8,1010.2,28,301,13.0,0.0,10234.6
59306,20240705145400,11.0,1013.8,64,25,0.8,1.4,10356.8
59310,20240705145400,32.7,1017.3,23,82,12.4,1.5,10157.8
