站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20240705144600,30.4,1016.6,27,175,8.3,0.8,10379.7
58102,20240705144600,4.8,1006.5,46,240,13.7,0.1,10062.1
58118,20240705144600,18.8,1002.4,25,54,10.1,0.0,10335.8
58122,20240705144600,26.0,1023.6,78,95,4.5,0.4,10160.3
58203,20240705144600,14.2,1021.7,86,328,3.0,1.2,10354.0
58215,20240705144600,16.3,1005.4,60,254,4.5,1.0,10464.4
58221,20240705144600,8.2,1020.4,90,2,9.3,0.6,10323.7
58225,20240705144600,9.7,1021.5,68,339,10.3,1.0,10412.7
58236,20240705144600,24.8,1019.4,16,102,13.1,1.0,10351.2
58311,20240705144600,26.1,1016.0,37,117,12.4,0.2,10434.7
58314,20240705144600,2.1,1002.3,22,185,7.9,0.5,10247.7
58319,20240705144600,2.5,1019.3,59,52,3.5,1.1,10003.7
58321,20240705144600,4.1,1002.5,61,339,5.2,0.7,10023.3
58326,20240705144600,28.3,1014.0,22,337,3.7,0.0,10224.0
58336,20240705144600,11.4,1006.7,44,75,3.0,0.2,10179.8
58338,20240705144600,11.1,1022.9,1,356,3.4,1.4,10037.5
58414,20240705144600,2.2,1011.4,50,223,1.6,0.1,10129.2
58419,20240705144600,16.8,1013.5,26,304,8.8,1.3,10390.0
58424,20240705144600,27.7,1010.1,27,91,2.3,0.0,10430.8
58429,20240705144600,10.5,1017.7,86,147,10.4,0.5,10136.4
58436,20240705144600,14.0,1023.5,44,192,0.6,1.5,10372.1
58437,20240705144600,17.2,1015.3,56,173,12.9,1.4,10176.7
58520,20240705144600,26.9,1016.8,11,356,8.1,0.5,10494.3
58531,20240705144600,0.5,1015.8,23,142,12.7,0.3,10308.2
54406,20240705144600,8.3,1001.8,54,294,5.5,0.1,10082.5
54416,20240705144600,26.1,1021.6,13,113,9.5,0.8,10384.7
54511,20240705144600,27.6,1015.6,42,125,5.6,0.1,10419.3
58725,20240705144600,18.8,1013.3,87,205,4.3,0.0,10030.2
58730,20240705144600,32.1,1007.0,82,356,3.5,0.6,10496.7
58731,20240705144600,19.0,1013.3,51,181,2.9,1.5,10456.8
58734,20240705144600,27.4,1017.4,4,250,14.7,0.9,10004.0
58737,20240705144600,30.6,1019.5,53,4,3.1,1.0,10339.3
58744,20240705144600,17.4,1010.1,95,87,2.8,0.1,10014.2
58754,20240705144600,1.4,1024.3,83,56,13.6,0.7,10266.0
58818,20240705144600,6.6,1009.8,98,102,6.9,1.0,10417.5
58820,20240705144600,16.7,1007.4,47,315,3.0,0.1,10029.0
58834,20240705144600,11.3,1008.7,46,179,14.5,0.4,10421.3
58837,20240705144600,2.3,1009.2,29,79,11.7,0.5,10429.8
58843,20240705144600,20.4,1000.7,17,210,12.7,1.1,10319.6
58846,20240705144600,19.7,1005.8,47,196,13.5,0.2,10395.5
58847,20240705144600,6.5,1018.7,4,150,10.1,0.6,10475.1
58911,20240705144600,9.6,1018.0,72,292,14.4,1.1,10281.7
58918,20240705144600,16.2,1000.7,76,306,2.6,0.9,10157.3
58921,20240705144600,20.3,1018.3,30,42,0.4,1.4,10277.7
58926,20240705144600,33.9,1005.9,70,146,5.3,0.3,10470.6
58927,20240705144600,0.7,1003.8,95,273,4.6,1.4,10397.4
58931,20240705144600,19.0,1011.9,43,114,5.6,1.2,10280.3
58933,20240705144600,3.2,1010.9,2,18,5.4,0.5,10234.3
58936,20240705144600,30.8,1006.4,23,39,14.5,0.0,10307.1
58944,20240705144600,34.8,1010.4,77,105,5.9,0.3,10420.8
59113,20240705144600,15.5,1017.8,98,78,8.4,0.9,10375.9
59126,20240705144600,24.1,1011.3,9,125,11.4,1.3,10102.8
