站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20240705150300,19.7,1026.4,100,93,7.0,1.3,10092.1
58102,20240705150300,3.0,1025.8,94,54,5.6,0.7,10457.7
58118,20240705150300,14.5,1005.7,67,78,8.4,0.1,10071.4
58122,20240705150300,17.1,1020.1,53,7,3.5,0.2,10418.9
58203,20240705150300,27.5,1001.8,98,213,11.0,1.2,10367.8
58215,20240705150300,23.0,1000.9,87,203,3.2,0.8,10354.6
58221,20240705150300,28.8,1017.4,4,224,1.7,0.2,10375.0
58225,20240705150300,25.3,1002.4,43,305,10.1,1.3,10251.2
58236,20240705150300,8.8,1020.9,38,23,14.0,0.3,10129.5
58311,20240705150300,25.0,1004.8,30,92,14.7,0.3,10100.7
58314,20240705150300,33.2,1005.5,70,222,0.7,0.6,10020.4
58319,20240705150300,12.6,1018.2,96,289,10.4,0.2,10001.3
58321,20240705150300,25.7,1007.8,95,25,3.3,0.6,10305.1
58326,20240705150300,12.5,1016.6,17,257,5.4,0.4,10334.3
58336,20240705150300,25.3,1006.2,100,35,10.5,0.6,10151.5
58338,20240705150300,6.2,1001.0,41,8,4.4,0.5,10334.6
58414,20240705150300,9.8,1006.0,24,285,2.3,0.6,10312.1
58419,20240705150300,5.6,1006.5,31,63,7.1,1.2,10083.0
58424,20240705150300,22.5,1006.7,88,100,8.9,0.3,10099.4
58429,20240705150300,9.4,1004.4,69,328,1.9,0.2,10053.2
58436,20240705150300,16.3,1006.4,22,114,5.4,0.6,10116.7
58437,20240705150300,27.7,1016.7,26,246,10.9,1.3,10405.6
58520,20240705150300,13.0,1015.5,81,57,9.7,0.4,10377.3
58531,20240705150300,18.8,1016.2,98,35,9.6,0.8,10255.9
54406,20240705150300,11.7,1015.4,48,102,14.8,0.6,10426.0
54416,20240705150300,25.2,1003.1,30,250,10.0,1.4,10261.4
54511,20240705150300,16.0,1012.0,85,210,12.0,1.1,10232.7
58725,20240705150300,6.7,1026.0,18,117,6.4,0.0,10497.9
58730,20240705150300,31.0,1001.6,96,259,10.0,0.0,10353.6
58731,20240705150300,24.9,1005.2,8,143,4.8,0.2,10279.9
58734,20240705150300,25.0,1025.5,78,12,9.5,0.7,10199.1
58737,20240705150300,1.7,1002.5,44,116,8.6,1.3,10063.6
58744,20240705150300,0.0,1006.9,94,303,11.5,1.4,10390.2
58754,20240705150300,6.7,1000.6,37,36,14.8,0.7,10011.2
58818,20240705150300,19.8,1024.9,60,209,12.0,1.5,10066.2
58820,20240705150300,26.5,1008.0,10,333,11.0,1.5,10136.7
58834,20240705150300,9.8,1000.6,60,331,10.7,1.4,10123.7
58837,20240705150300,2.2,1011.3,58,70,13.5,0.1,10158.3
58843,20240705150300,3.3,1007.8,52,14,3.7,1.2,10042.2
58846,20240705150300,30.9,1003.4,46,305,5.1,0.1,10423.9
58847,20240705150300,26.3,1013.3,80,12,10.7,0.3,10201.5
58911,20240705150300,11.4,1016.1,17,309,3.1,0.5,10251.0
58918,20240705150300,11.6,1007.0,76,352,5.0,0.4,10220.6
58921,20240705150300,34.0,1012.7,47,19,11.3,0.9,10086.8
58926,20240705150300,1.4,1018.6,97,77,2.7,1.0,10225.6
58927,20240705150300,8.6,1022.4,92,302,12.2,0.9,10184.5
58931,20240705150300,0.5,1014.1,67,244,9.1,1.2,10233.3
58933,20240705150300,14.4,1004.5,96,244,5.2,1.5,10210.9
58936,20240705150300,6.7,1026.0,45,111,14.9,1.4,10433.2
58944,20240705150300,17.8,1022.2,83,54,14.3,0.6,10201.9
59113,20240705150300,26.7,1022.5,73,343,3.1,0.6,10250.5
59126,20240705150300,32.4,1019.7,93,128,9.2,0.9,10166.5
59133,20240705150300,29.6,1021.7,38,165,14.4,0.8,10386.4
59134,20240705150300,14.3,1018.4,36,281,7.9,0.7,10352.5
59321,20240705150300,27.4,1020.6,21,104,12.1,0.4,10416.8
52323,20240705150300,25.4,1011.4,53,169,0.9,0.9,10436.2
52418,20240705150300,5.3,1003.3,7,282,12.2,0.2,10429.9
52424,20240705150300,6.6,1016.1,40,222,5.2,0.5,10366.8
52436,20240705150300,18.1,1024.6,85,68,0.9,0.3,10167.9
52446,20240705150300,28.3,1026.4,29,27,0.5,1.3,10055.7
52447,20240705150300,31.6,1013.8,10,182,7.8,0.4,10015.8
