站点代码,数据时间,气温,气压,相对湿度,风向,风速,降雨量,能见度
58015,20240705150200,20.9,1017.2,79,221,8.3,0.1,10474.5
58102,20240705150200,7.8,1026.2,29,76,7.6,0.0,10476.0
58118,20240705150200,1.9,1005.2,67,37,2.6,0.7,10321.4
58122,20240705150200,21.6,1004.5,46,125,13.4,1.4,10316.7
58203,20240705150200,3.5,1010.5,96,37,6.4,0.7,10141.0
58215,20240705150200,29.8,1013.3,8,36,2.2,1.4,10311.9
58221,20240705150200,29.8,1001.9,59,57,11.1,0.4,10310.7
58225,20240705150200,13.9,1003.4,90,185,7.1,0.8,10311.9
58236,20240705150200,5.5,1020.9,16,271,10.1,0.4,10233.9
58311,20240705150200,11.6,1020.0,96,306,5.3,0.4,10074.4
58314,20240705150200,32.6,1026.2,3,256,10.6,0.3,10208.4
58319,20240705150200,26.7,1012.0,12,346,4.6,1.2,10114.2
58321,20240705150200,1.7,1009.0,6,22,10.1,0.4,10181.8
58326,20240705150200,0.3,1002.7,28,309,4.4,1.5,10205.8
58336,20240705150200,19.8,1005.0,10,166,8.9,0.4,10067.5
58338,20240705150200,24.7,1010.2,12,134,5.4,0.9,10182.3
58414,20240705150200,30.0,1013.3,22,217,12.0,1.5,10029.7
58419,20240705150200,32.2,1022.1,43,35,7.5,1.4,10133.5
58424,20240705150200,21.9,1009.1,3,89,1.3,0.4,10205.0
58429,20240705150200,10.3,1020.8,10,260,12.7,0.6,10311.7
58436,20240705150200,3.1,1021.5,61,333,6.9,0.1,10334.7
58437,20240705150200,18.9,1008.5,51,13,10.8,0.2,10211.2
58520,20240705150200,18.3,1009.0,69,3,12.3,0.7,10369.6
58531,20240705150200,28.6,1000.6,73,111,4.1,0.2,10332.5
54406,20240705150200,6.8,1022.6,13,191,4.2,0.3,10494.3
54416,20240705150200,31.3,1018.3,29,44,4.0,0.7,10142.6
54511,20240705150200,19.9,1005.9,95,114,9.9,1.1,10163.0
58725,20240705150200,17.4,1026.3,92,50,5.4,1.4,10043.3
58730,20240705150200,9.5,1024.2,25,225,4.0,0.5,10261.3
58731,20240705150200,13.4,1001.3,3,349,5.8,0.6,10215.8
58734,20240705150200,14.8,1019.4,63,89,11.0,0.6,10490.8
58737,20240705150200,15.9,1012.9,3,213,14.8,1.1,10186.3
58744,20240705150200,5.2,1026.0,75,110,3.9,1.5,10067.8
58754,20240705150200,23.2,1002.9,19,26,3.2,1.2,10050.0
58818,20240705150200,9.2,1002.8,83,241,10.7,0.6,10486.3
58820,20240705150200,16.7,1005.5,54,268,11.0,0.8,10057.2
